benchmark,id,dataset,strategy,development_only,expected_sources,top5_chunk_ids,top5_sources,b0_b2_taxonomy,ANY@1,ALL@1,Legislation Hit@1,ANY@3,ALL@3,Legislation Hit@3,ANY@5,ALL@5,Legislation Hit@5,cross-law intrusion@5
M10E-A,q009,5326,C2,True,5326/normal/16,5326-madde-16-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-25-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-17-chunk-001,5326/normal/16 | 5326/normal/27 | 5326/normal/25 | 5326/normal/28 | 5326/normal/17,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q010,5326,B0,True,5326/normal/17,5326-madde-17-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-20-chunk-001,5326/normal/17 | 5326/normal/28 | 5326/normal/27 | 5326/normal/43/a | 5326/normal/20,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q010,5326,B2,True,5326/normal/17,5326-madde-17-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-16-chunk-001,5326/normal/17 | 5326/normal/28 | 5326/normal/41 | 5326/normal/27 | 5326/normal/16,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q010,5326,C1,True,5326/normal/17,5326-madde-17-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-16-chunk-001,5326/normal/17 | 5326/normal/28 | 5326/normal/41 | 5326/normal/27 | 5326/normal/16,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q010,5326,C2,True,5326/normal/17,5326-madde-17-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-43-a-chunk-001,5326/normal/17 | 5326/normal/28 | 5326/normal/27 | 5326/normal/41 | 5326/normal/43/a,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q011,5326,B0,True,5326/normal/20,5326-madde-20-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-5-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-23-chunk-001,5326/normal/20 | 5326/normal/21 | 5326/normal/5 | 5326/normal/27 | 5326/normal/23,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q011,5326,B2,True,5326/normal/20,5326-madde-20-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-27-chunk-001,5326/normal/20 | 5326/normal/21 | 5326/normal/23 | 5326/normal/15 | 5326/normal/27,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q011,5326,C1,True,5326/normal/20,5326-madde-20-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-27-chunk-001,5326/normal/20 | 5326/normal/21 | 5326/normal/23 | 5326/normal/15 | 5326/normal/27,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q011,5326,C2,True,5326/normal/20,5326-madde-20-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-5-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-27-chunk-001,5326/normal/20 | 5326/normal/21 | 5326/normal/5 | 5326/normal/23 | 5326/normal/27,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q012,5326,B0,True,5326/normal/21,5326-madde-21-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-25-chunk-001 | 5326-madde-28-chunk-001,5326/normal/21 | 5326/normal/26 | 5326/normal/27 | 5326/normal/25 | 5326/normal/28,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q012,5326,B2,True,5326/normal/21,5326-madde-21-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-25-chunk-001 | 5326-madde-20-chunk-001,5326/normal/21 | 5326/normal/27 | 5326/normal/26 | 5326/normal/25 | 5326/normal/20,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q012,5326,C1,True,5326/normal/21,5326-madde-21-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-25-chunk-001 | 5326-madde-20-chunk-001,5326/normal/21 | 5326/normal/27 | 5326/normal/26 | 5326/normal/25 | 5326/normal/20,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q012,5326,C2,True,5326/normal/21,5326-madde-21-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-25-chunk-001 | 5326-madde-28-chunk-001,5326/normal/21 | 5326/normal/27 | 5326/normal/26 | 5326/normal/25 | 5326/normal/28,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q013,5326,B0,True,5326/normal/25,5326-madde-25-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-16-chunk-001,5326/normal/25 | 5326/normal/27 | 5326/normal/26 | 5326/normal/28 | 5326/normal/16,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q013,5326,B2,True,5326/normal/25,5326-madde-25-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-22-chunk-001,5326/normal/25 | 5326/normal/27 | 5326/normal/26 | 5326/normal/28 | 5326/normal/22,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q013,5326,C1,True,5326/normal/25,5326-madde-25-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-22-chunk-001,5326/normal/25 | 5326/normal/27 | 5326/normal/26 | 5326/normal/28 | 5326/normal/22,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q013,5326,C2,True,5326/normal/25,5326-madde-25-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-16-chunk-001,5326/normal/25 | 5326/normal/27 | 5326/normal/26 | 5326/normal/28 | 5326/normal/16,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q014,5326,B0,True,5326/normal/27,5326-madde-17-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-20-chunk-001,5326/normal/17 | 5326/normal/27 | 5326/normal/28 | 5326/gecici/3 | 5326/normal/20,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q014,5326,B2,True,5326/normal/27,5326-madde-27-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-17-chunk-001,5326/normal/27 | 5326/gecici/3 | 5326/normal/21 | 5326/normal/28 | 5326/normal/17,HYBRID RECOVERY,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q014,5326,C1,True,5326/normal/27,5326-madde-17-chunk-001 | 5326-madde-27-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-28-chunk-001,5326/normal/17 | 5326/normal/27 | 5326/gecici/3 | 5326/normal/21 | 5326/normal/28,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q014,5326,C2,True,5326/normal/27,5326-madde-17-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-20-chunk-001,5326/normal/17 | 5326/normal/27 | 5326/normal/28 | 5326/gecici/3 | 5326/normal/20,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q015,5326,B0,True,5326/normal/32,5326-madde-32-chunk-001 | 5326-madde-37-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001,5326/normal/32 | 5326/normal/37 | 5326/normal/41 | 5326/normal/27 | 5326/normal/28,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q015,5326,B2,True,5326/normal/32,5326-madde-32-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-12-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-42-chunk-001,5326/normal/32 | 5326/normal/28 | 5326/normal/12 | 5326/normal/14 | 5326/normal/42,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q015,5326,C1,True,5326/normal/32,5326-madde-32-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-12-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-42-chunk-001,5326/normal/32 | 5326/normal/28 | 5326/normal/12 | 5326/normal/14 | 5326/normal/42,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q015,5326,C2,True,5326/normal/32,5326-madde-32-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-37-chunk-001 | 5326-madde-12-chunk-001 | 5326-madde-41-chunk-001,5326/normal/32 | 5326/normal/28 | 5326/normal/37 | 5326/normal/12 | 5326/normal/41,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q016,5326,B0,True,5326/normal/3,5326-madde-3-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-1-chunk-001,5326/normal/3 | 5326/gecici/3 | 5326/normal/15 | 5326/normal/28 | 5326/normal/1,DENSE EVIDENCE DISPLACEMENT,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q016,5326,B2,True,5326/normal/3,5326-madde-1-chunk-001 | 5326-madde-13-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-3-chunk-001 | 5326-madde-41-chunk-001,5326/normal/1 | 5326/normal/13 | 5326/normal/17 | 5326/normal/3 | 5326/normal/41,DENSE EVIDENCE DISPLACEMENT,False,False,True,False,False,True,True,True,True,0.0
M10E-A,q016,5326,C1,True,5326/normal/3,5326-madde-3-chunk-001 | 5326-madde-1-chunk-001 | 5326-madde-13-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-41-chunk-001,5326/normal/3 | 5326/normal/1 | 5326/normal/13 | 5326/normal/17 | 5326/normal/41,DENSE EVIDENCE DISPLACEMENT,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q016,5326,C2,True,5326/normal/3,5326-madde-3-chunk-001 | 5326-madde-1-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-13-chunk-001 | 5326-madde-15-chunk-001,5326/normal/3 | 5326/normal/1 | 5326/gecici/3 | 5326/normal/13 | 5326/normal/15,DENSE EVIDENCE DISPLACEMENT,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q017,5326,B0,True,5326/normal/5,5326-madde-5-chunk-001 | 5326-madde-7-chunk-001 | 5326-madde-2-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-20-chunk-001,5326/normal/5 | 5326/normal/7 | 5326/normal/2 | 5326/normal/14 | 5326/normal/20,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q017,5326,B2,True,5326/normal/5,5326-madde-5-chunk-001 | 5326-madde-7-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-4-chunk-001,5326/normal/5 | 5326/normal/7 | 5326/normal/15 | 5326/normal/14 | 5326/normal/4,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q017,5326,C1,True,5326/normal/5,5326-madde-5-chunk-001 | 5326-madde-7-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-4-chunk-001,5326/normal/5 | 5326/normal/7 | 5326/normal/15 | 5326/normal/14 | 5326/normal/4,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q017,5326,C2,True,5326/normal/5,5326-madde-5-chunk-001 | 5326-madde-7-chunk-001 | 5326-madde-2-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-14-chunk-001,5326/normal/5 | 5326/normal/7 | 5326/normal/2 | 5326/normal/15 | 5326/normal/14,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q018,5326,B0,True,5326/normal/7,5326-madde-7-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-2-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-15-chunk-001,5326/normal/7 | 5326/normal/14 | 5326/normal/2 | 5326/normal/41 | 5326/normal/15,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q018,5326,B2,True,5326/normal/7,5326-madde-7-chunk-001 | 5326-madde-2-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-4-chunk-001 | 5326-madde-14-chunk-001,5326/normal/7 | 5326/normal/2 | 5326/normal/15 | 5326/normal/4 | 5326/normal/14,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q018,5326,C1,True,5326/normal/7,5326-madde-7-chunk-001 | 5326-madde-2-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-4-chunk-001 | 5326-madde-14-chunk-001,5326/normal/7 | 5326/normal/2 | 5326/normal/15 | 5326/normal/4 | 5326/normal/14,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q018,5326,C2,True,5326/normal/7,5326-madde-7-chunk-001 | 5326-madde-2-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-41-chunk-001,5326/normal/7 | 5326/normal/2 | 5326/normal/14 | 5326/normal/15 | 5326/normal/41,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q019,5326,B0,True,5326/normal/8,5326-madde-8-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-16-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-14-chunk-001,5326/normal/8 | 5326/normal/27 | 5326/normal/16 | 5326/normal/15 | 5326/normal/14,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
