id,question,expected_sources,rank,chunk_id,document_source_key,document_id,distance,first_expected_document_rank,first_expected_source_rank,all_expected_sources_recovered_by_rank,source_any@1,source_any@3,source_any@5,source_any@10,source_any@20,source_any@50,source_all@1,source_all@3,source_all@5,source_all@10,source_all@20,source_all@50,document_hit@1,document_hit@3,document_hit@5,document_hit@10,document_hit@20,document_hit@50,document_all@1,document_all@3,document_all@5,document_all@10,document_all@20,document_all@50,document_intrusion@1,document_intrusion@3,document_intrusion@5,document_intrusion@10,document_intrusion@20,document_intrusion@50
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,11,5326-madde-10-chunk-001,5326_kabahatler_kanunu/normal/10,5326_kabahatler_kanunu,1.1486715078353882,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,12,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,1.1773278713226318,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,13,5326-madde-3-chunk-001,5326_kabahatler_kanunu/normal/3,5326_kabahatler_kanunu,1.179551601409912,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,14,5326-madde-37-chunk-001,5326_kabahatler_kanunu/normal/37,5326_kabahatler_kanunu,1.1841411590576172,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,15,5326-madde-36-chunk-001,5326_kabahatler_kanunu/normal/36,5326_kabahatler_kanunu,1.1852588653564453,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,16,5326-madde-16-chunk-001,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,1.1883971691131592,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,17,5326-madde-25-chunk-001,5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,1.1886286735534668,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,18,5326-madde-18-chunk-001,5326_kabahatler_kanunu/normal/18,5326_kabahatler_kanunu,1.191531777381897,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,19,5326-madde-24-chunk-001,5326_kabahatler_kanunu/normal/24,5326_kabahatler_kanunu,1.1957204341888428,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,20,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,1.2087899446487427,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,21,5326-madde-12-chunk-001,5326_kabahatler_kanunu/normal/12,5326_kabahatler_kanunu,1.2094310522079468,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,22,5326-madde-41-chunk-001,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,1.2143903970718384,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,23,5326-madde-19-chunk-001,5326_kabahatler_kanunu/normal/19,5326_kabahatler_kanunu,1.2158012390136719,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,24,5326-madde-20-chunk-001,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,1.216739535331726,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,25,5326-madde-23-chunk-001,5326_kabahatler_kanunu/normal/23,5326_kabahatler_kanunu,1.2223570346832275,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,26,5326-madde-31-chunk-001,5326_kabahatler_kanunu/normal/31,5326_kabahatler_kanunu,1.2307517528533936,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,27,5326-madde-6-chunk-001,5326_kabahatler_kanunu/normal/6,5326_kabahatler_kanunu,1.2392663955688477,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,28,5326-madde-42-chunk-001,5326_kabahatler_kanunu/normal/42,5326_kabahatler_kanunu,1.2423474788665771,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,29,5326-madde-8-chunk-001,5326_kabahatler_kanunu/normal/8,5326_kabahatler_kanunu,1.245894193649292,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,30,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,1.2476283311843872,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,31,5326-madde-43-c-chunk-001,5326_kabahatler_kanunu/normal/43/c,5326_kabahatler_kanunu,1.247800588607788,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,32,5326-madde-30-chunk-001,5326_kabahatler_kanunu/normal/30,5326_kabahatler_kanunu,1.25835120677948,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,33,5326-madde-44-chunk-001,5326_kabahatler_kanunu/normal/44,5326_kabahatler_kanunu,1.2682528495788574,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,34,5326-madde-29-chunk-001,5326_kabahatler_kanunu/normal/29,5326_kabahatler_kanunu,1.2768192291259766,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,35,5326-madde-34-chunk-001,5326_kabahatler_kanunu/normal/34,5326_kabahatler_kanunu,1.2828478813171387,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,36,5326-madde-33-chunk-001,5326_kabahatler_kanunu/normal/33,5326_kabahatler_kanunu,1.284921646118164,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,37,5326-madde-40-chunk-001,5326_kabahatler_kanunu/normal/40,5326_kabahatler_kanunu,1.2878823280334473,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,38,5326-madde-35-chunk-001,5326_kabahatler_kanunu/normal/35,5326_kabahatler_kanunu,1.292792797088623,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,39,5326-gecici-madde-2-chunk-001,5326_kabahatler_kanunu/gecici/2,5326_kabahatler_kanunu,1.2931523323059082,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,40,5326-madde-38-chunk-001,5326_kabahatler_kanunu/normal/38,5326_kabahatler_kanunu,1.3063205480575562,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,41,5326-gecici-madde-3-chunk-001,5326_kabahatler_kanunu/gecici/3,5326_kabahatler_kanunu,1.3084750175476074,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,42,5326-ek-madde-1-chunk-001,5326_kabahatler_kanunu/ek/1,5326_kabahatler_kanunu,1.3171558380126953,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,43,5326-madde-39-chunk-001,5326_kabahatler_kanunu/normal/39,5326_kabahatler_kanunu,1.324013590812683,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,44,5326-madde-45-chunk-001,5326_kabahatler_kanunu/normal/45,5326_kabahatler_kanunu,1.3277606964111328,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,45,5326-madde-21-chunk-001,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,1.3304762840270996,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,46,5326-madde-26-chunk-001,5326_kabahatler_kanunu/normal/26,5326_kabahatler_kanunu,1.3339788913726807,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,47,5326-madde-42-a-chunk-001,5326_kabahatler_kanunu/normal/42/a,5326_kabahatler_kanunu,1.3430142402648926,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,48,5326-madde-11-chunk-001,5326_kabahatler_kanunu/normal/11,5326_kabahatler_kanunu,1.357058048248291,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,49,5326-madde-43-b-chunk-001,5326_kabahatler_kanunu/normal/43/b,5326_kabahatler_kanunu,1.360229730606079,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q001,Kabahat nedir?,5326_kabahatler_kanunu/normal/2,50,5326-madde-43-chunk-001,5326_kabahatler_kanunu/normal/43,5326_kabahatler_kanunu,1.369611144065857,1,4,4,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,1,5326-madde-16-chunk-001,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,0.8259899616241455,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,2,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.8290759325027466,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,3,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.8434362411499023,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,4,5326-madde-15-chunk-001,5326_kabahatler_kanunu/normal/15,5326_kabahatler_kanunu,0.8685492873191833,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,5,5326-madde-25-chunk-001,5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,0.8726629018783569,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,6,4458-madde-25-chunk-001,4458_gumruk_kanunu/normal/25,4458_gumruk_kanunu,0.8803550004959106,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,7,4458-madde-179-chunk-001,4458_gumruk_kanunu/normal/179,4458_gumruk_kanunu,0.8916099667549133,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,8,4458-madde-235-chunk-002,4458_gumruk_kanunu/normal/235,4458_gumruk_kanunu,0.8925782442092896,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,9,4458-madde-207-chunk-001,4458_gumruk_kanunu/normal/207,4458_gumruk_kanunu,0.8983376622200012,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,10,4458-gecici-madde-10-chunk-001,4458_gumruk_kanunu/gecici/10,4458_gumruk_kanunu,0.8999422788619995,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,11,5326-madde-21-chunk-001,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,0.9037757515907288,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,12,5326-gecici-madde-2-chunk-001,5326_kabahatler_kanunu/gecici/2,5326_kabahatler_kanunu,0.9039390683174133,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,13,4458-madde-82-chunk-001,4458_gumruk_kanunu/normal/82,4458_gumruk_kanunu,0.9054599404335022,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,14,5326-madde-26-chunk-001,5326_kabahatler_kanunu/normal/26,5326_kabahatler_kanunu,0.905935525894165,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,15,4458-madde-180-chunk-001,4458_gumruk_kanunu/normal/180,4458_gumruk_kanunu,0.9073653221130371,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,16,5326-madde-41-chunk-001,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,0.9138655662536621,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,17,4458-madde-234-chunk-001,4458_gumruk_kanunu/normal/234,4458_gumruk_kanunu,0.9163862466812134,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,18,4458-madde-238-chunk-001,4458_gumruk_kanunu/normal/238,4458_gumruk_kanunu,0.9167806506156921,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,19,4458-madde-57-chunk-001,4458_gumruk_kanunu/normal/57,4458_gumruk_kanunu,0.9182639122009277,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,20,4458-madde-16-chunk-001,4458_gumruk_kanunu/normal/16,4458_gumruk_kanunu,0.9185905456542969,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,21,4458-madde-231-chunk-001,4458_gumruk_kanunu/normal/231,4458_gumruk_kanunu,0.9203846454620361,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,22,5326-madde-17-chunk-001,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,0.9243164658546448,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,23,4458-madde-241-chunk-002,4458_gumruk_kanunu/normal/241,4458_gumruk_kanunu,0.9265295267105103,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326_kabahatler_kanunu/normal/4,24,4458-madde-130-chunk-001,4458_gumruk_kanunu/normal/130,4458_gumruk_kanunu,0.9271965622901917,1,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.5,0.55,0.7
