id,question,variant,rank,chunk_id,document_source_key,document_id,distance,article_title,expected_sources,first_expected_source_rank,all_expected_sources_recovered_by_rank
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",G0,41,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,1.033704400062561,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",G0,42,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,1.0340007543563843,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",G0,43,5607-gecici-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/11,5607_kacakcilikla_mucadele_kanunu,1.035377025604248,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",G0,44,5607-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/9,5607_kacakcilikla_mucadele_kanunu,1.036280870437622,Arama ve elkoyma,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",G0,45,5326-madde-44-chunk-001,5326_kabahatler_kanunu/normal/44,5326_kabahatler_kanunu,1.036691665649414,Yürürlük,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",G0,46,4458-madde-54-chunk-001,4458_gumruk_kanunu/normal/54,4458_gumruk_kanunu,1.0372860431671143,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",G0,47,4458-madde-178-chunk-001,4458_gumruk_kanunu/normal/178,4458_gumruk_kanunu,1.037396788597107,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",G0,48,5607-madde-16-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/16,5607_kacakcilikla_mucadele_kanunu,1.0409926176071167,Tasfiye,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",G0,49,5326-gecici-madde-1-chunk-001,5326_kabahatler_kanunu/gecici/1,5326_kabahatler_kanunu,1.0413068532943726,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",G0,50,5326-madde-32-chunk-001,5326_kabahatler_kanunu/normal/32,5326_kabahatler_kanunu,1.0432140827178955,Emre aykırı davranış,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,1,5607-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/1,5607_kacakcilikla_mucadele_kanunu,0.6594306230545044,Amaç,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,2,5607-madde-19-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/19,5607_kacakcilikla_mucadele_kanunu,0.8716001510620117,"Kaçakçılığı önleme, izleme ve araştırmakla görevli olanlar",5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,3,5607-madde-27-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/27,5607_kacakcilikla_mucadele_kanunu,0.9250227212905884,Yürütme,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,4,5607-madde-4-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/4,5607_kacakcilikla_mucadele_kanunu,0.9405853152275085,Nitelikli haller,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,5,5607-gecici-madde-3-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/3,5607_kacakcilikla_mucadele_kanunu,0.9461366534233093,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,6,5607-madde-20-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/20,5607_kacakcilikla_mucadele_kanunu,0.9482433795928955,Tutanaklar,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,7,5607-madde-24-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/24,5607_kacakcilikla_mucadele_kanunu,0.9669095277786255,Kriminal laboratuvar,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,8,5607-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/2,5607_kacakcilikla_mucadele_kanunu,0.971516489982605,Tanımlar,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,9,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,0.9752640724182129,Yetkili merciler,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,10,5607-gecici-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/7,5607_kacakcilikla_mucadele_kanunu,0.9914495944976807,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,11,5607-madde-3-chunk-003,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,0.9925429821014404,Kaçakçılık suçları,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,12,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,1.0009305477142334,Davaya katılma,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,13,5607-gecici-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/10,5607_kacakcilikla_mucadele_kanunu,1.0009346008300781,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,14,5607-gecici-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/9,5607_kacakcilikla_mucadele_kanunu,1.0039689540863037,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,15,5607-gecici-madde-8-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/8,5607_kacakcilikla_mucadele_kanunu,1.006960153579712,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,16,5607-madde-14-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/14,5607_kacakcilikla_mucadele_kanunu,1.0123603343963623,Mülkiyetin kamuya geçirilmesi,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,17,5607-gecici-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/1,5607_kacakcilikla_mucadele_kanunu,1.0150408744812012,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,18,5607-madde-15-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/15,5607_kacakcilikla_mucadele_kanunu,1.015748143196106,Kaim değer,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,19,5607-madde-21-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/21,5607_kacakcilikla_mucadele_kanunu,1.0208165645599365,Kontrollü teslimat,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,20,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,1.03352952003479,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,21,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,1.0338318347930908,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,22,5607-gecici-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/11,5607_kacakcilikla_mucadele_kanunu,1.035203218460083,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,23,5607-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/9,5607_kacakcilikla_mucadele_kanunu,1.0361241102218628,Arama ve elkoyma,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,24,5607-madde-16-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/16,5607_kacakcilikla_mucadele_kanunu,1.0408380031585693,Tasfiye,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,25,5607-madde-22-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/22,5607_kacakcilikla_mucadele_kanunu,1.046238660812378,Silâh kullanma yetkisi,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,26,5607-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/11,5607_kacakcilikla_mucadele_kanunu,1.0481748580932617,Elkonulan eşyanın muhafazası,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,27,5607-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/5,5607_kacakcilikla_mucadele_kanunu,1.0558708906173706,Etkin pişmanlık,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,28,5607-madde-8-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/8,5607_kacakcilikla_mucadele_kanunu,1.0578572750091553,Tekerrür,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",O1,29,5607-gecici-madde-15-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/15,5607_kacakcilikla_mucadele_kanunu,1.0601773262023926,,5607_kacakcilikla_mucadele_kanunu/normal/1,1,1
