id,type,question,expected_keys,retrieved,expected_source_ranks,hit@1,hit@3,hit@5,reciprocal_rank@5,recall@5,full_coverage@5,both_expected_sources@5,wrong_document_count@5,wrong_document_fraction@5,wrong_document_ranks,embedding_usage,latency_ms,distance_metric
gy-011,article,Gümrük kıymeti yöntemleri hangi sırayla uygulanır; indirgeme ve hesaplanmış kıymet yöntemlerinin sırası değiştirilebilir mi?,"[""gumruk_yonetmeligi/normal/44""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-madde-362-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/362"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6122742891311646}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-madde-407-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/407"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6245958209037781}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-madde-366-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/366"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6909521818161011}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-8-chunk-005"", ""source_key"": ""gumruk_yonetmeligi/annex/8"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7199708223342896}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-madde-361-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/361"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7345887422561646}]","{""gumruk_yonetmeligi/normal/44"": null}",False,False,False,0.0,0.0,False,,0,0.0,[],"{""prompt_tokens"": 53, ""total_tokens"": 53}",143.99780000530882,l2
gy-012,article,Aynı eşyanın satış bedeli yönteminde birden fazla satış bedeli bulunursa hangisi esas alınır?,"[""gumruk_yonetmeligi/normal/46""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-madde-46-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/46"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6813892126083374}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-madde-47-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/47"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.692827582359314}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-madde-45-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/45"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7393311262130737}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-8-chunk-002"", ""source_key"": ""gumruk_yonetmeligi/annex/8"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7714508771896362}, {""rank"": 5, ""chunk_id"": ""4458-madde-24-chunk-001"", ""source_key"": ""4458_gumruk_kanunu/normal/24"", ""document_id"": ""4458_gumruk_kanunu"", ""distance"": 0.776961088180542}]","{""gumruk_yonetmeligi/normal/46"": 1}",True,True,True,1.0,1.0,True,,1,0.2,[5],"{""prompt_tokens"": 35, ""total_tokens"": 35}",133.0156000040006,l2
gy-013,article,Benzer eşyanın satış bedeli kullanılırken ticari düzey veya miktar farklıysa düzeltme hangi ispat koşuluyla yapılır?,"[""gumruk_yonetmeligi/normal/47""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-madde-47-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/47"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.5639665126800537}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-madde-46-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/46"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6239582300186157}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-ek-8-chunk-003"", ""source_key"": ""gumruk_yonetmeligi/annex/8"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6283044815063477}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-8-chunk-002"", ""source_key"": ""gumruk_yonetmeligi/annex/8"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6890018582344055}, {""rank"": 5, ""chunk_id"": ""4458-madde-24-chunk-001"", ""source_key"": ""4458_gumruk_kanunu/normal/24"", ""document_id"": ""4458_gumruk_kanunu"", ""distance"": 0.6996342539787292}]","{""gumruk_yonetmeligi/normal/47"": 1}",True,True,True,1.0,1.0,True,,1,0.2,[5],"{""prompt_tokens"": 43, ""total_tokens"": 43}",147.76120000169612,l2
gy-014,article,Serbest bölgedeki elleçleme işlemleri için önceden izin gerekir mi; INF 8 Bilgi Formu kaç nüsha düzenlenir?,"[""gumruk_yonetmeligi/normal/426""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-61-chunk-055"", ""source_key"": ""gumruk_yonetmeligi/annex/61"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7716426253318787}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-ek-61-chunk-054"", ""source_key"": ""gumruk_yonetmeligi/annex/61"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7812939882278442}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-madde-426-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/426"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8046098351478577}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-61-chunk-056"", ""source_key"": ""gumruk_yonetmeligi/annex/61"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8605489134788513}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-madde-327-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/327"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8648248910903931}]","{""gumruk_yonetmeligi/normal/426"": 3}",False,True,True,0.3333333333333333,1.0,True,,0,0.0,[],"{""prompt_tokens"": 42, ""total_tokens"": 42}",149.2560999977286,l2
gy-015,annex,Bağlayıcı tarife bilgisi başvuru formunda başvuru sahibinin adı ve adresi için alan var mı?,"[""gumruk_yonetmeligi/annex/1""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-madde-28-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/28"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.829297661781311}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-ek-1-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/1"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8304803371429443}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-ek-78-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/78"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8964794874191284}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-13-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/13"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9147364497184753}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-ek-61-chunk-038"", ""source_key"": ""gumruk_yonetmeligi/annex/61"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9391607642173767}]","{""gumruk_yonetmeligi/annex/1"": 2}",False,True,True,0.5,1.0,True,,0,0.0,[],"{""prompt_tokens"": 31, ""total_tokens"": 31}",159.1342000028817,l2
gy-016,annex,Bağlayıcı menşe bilgisi bildirim formunda BMB referans numarası ve geçerliliğin başlama tarihi hangi alanlarda gösterilir?,"[""gumruk_yonetmeligi/annex/3""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-3-chunk-007"", ""source_key"": ""gumruk_yonetmeligi/annex/3"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8957350254058838}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-ek-3-chunk-008"", ""source_key"": ""gumruk_yonetmeligi/annex/3"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9122591018676758}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-ek-3-chunk-002"", ""source_key"": ""gumruk_yonetmeligi/annex/3"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9155758619308472}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-3-chunk-003"", ""source_key"": ""gumruk_yonetmeligi/annex/3"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9155758619308472}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-ek-3-chunk-005"", ""source_key"": ""gumruk_yonetmeligi/annex/3"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9155758619308472}]","{""gumruk_yonetmeligi/annex/3"": 1}",True,True,True,1.0,1.0,True,,0,0.0,[],"{""prompt_tokens"": 43, ""total_tokens"": 43}",204.42059999913909,l2
gy-017,annex,Geçici depolama yeri ve antrepoya alınması bakımından özellik gösteren tehlikeli eşyaya ilişkin liste hangi sınıflandırmaya dayanır?,"[""gumruk_yonetmeligi/annex/62""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-62-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/62"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6879692077636719}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-madde-80-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/80"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8278632164001465}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-ek-80-chunk-003"", ""source_key"": ""gumruk_yonetmeligi/annex/80"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8730776309967041}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-madde-330-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/330"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8867968320846558}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-madde-329-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/329"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 1.0022733211517334}]","{""gumruk_yonetmeligi/annex/62"": 1}",True,True,True,1.0,1.0,True,,0,0.0,[],"{""prompt_tokens"": 48, ""total_tokens"": 48}",148.83639999607112,l2
gy-018,annex,Antrepo veya serbest bölgedeki elleçleme faaliyetleri listesinde sekizli tarife pozisyonunun değişmesi bakımından genel kural nedir?,"[""gumruk_yonetmeligi/annex/63""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-63-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/63"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9020243883132935}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-madde-525-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/525"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9228216409683228}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-madde-335-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/335"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 1.0137935876846313}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-madde-344-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/344"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 1.015471339225769}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-gecici-madde-11-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/gecici/11"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 1.0270705223083496}]","{""gumruk_yonetmeligi/annex/63"": 1}",True,True,True,1.0,1.0,True,,0,0.0,[],"{""prompt_tokens"": 45, ""total_tokens"": 45}",255.2605000018957,l2
gy-019,annex,Gümrük Statü Belgesinde eşyanın serbest dolaşımda olup olmadığı nasıl işaretlenir?,"[""gumruk_yonetmeligi/annex/69""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-madde-369-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/369"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6678644418716431}, {""rank"": 2, ""chunk_id"": ""4458-madde-155-chunk-001"", ""source_key"": ""4458_gumruk_kanunu/normal/155"", ""document_id"": ""4458_gumruk_kanunu"", ""distance"": 0.6715618968009949}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-madde-357-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/357"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6718722581863403}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-69-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/69"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6846885085105896}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-madde-195-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/195"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6930040121078491}]","{""gumruk_yonetmeligi/annex/69"": 4}",False,False,True,0.25,1.0,True,,1,0.2,[2],"{""prompt_tokens"": 32, ""total_tokens"": 32}",203.32629999757046,l2
gy-020,annex,Antrepo rejimi kapsamındaki eşyaya ait tespit ve tahakkuk kağıdında antrepo firmasının unvanı ve adresi hangi formda yer alır?,"[""gumruk_yonetmeligi/annex/70/a""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-80-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/80"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7959340214729309}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-madde-521-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/521"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8622887134552002}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-ek-70-a-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/70/a"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.862776517868042}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-83-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/83"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.893622875213623}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-ek-81-chunk-002"", ""source_key"": ""gumruk_yonetmeligi/annex/81"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9489184617996216}]","{""gumruk_yonetmeligi/annex/70/a"": 3}",False,True,True,0.3333333333333333,1.0,True,,0,0.0,[],"{""prompt_tokens"": 45, ""total_tokens"": 45}",156.81599999516038,l2
gy-021,annex,Götürü teminat mektubu örneğinde gümrük idaresinin ilk isteğinde başka bir ispat belgesi aranmadan ödeme taahhüdü var mı?,"[""gumruk_yonetmeligi/annex/77/a""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-77-a-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/77/a"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7434552907943726}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-ek-77-b-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/77/b"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7674450874328613}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-madde-498-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/498"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7961684465408325}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-77-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/77"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8004776239395142}, {""rank"": 5, ""chunk_id"": ""4458-madde-207-chunk-001"", ""source_key"": ""4458_gumruk_kanunu/normal/207"", ""document_id"": ""4458_gumruk_kanunu"", ""distance"": 0.8040534257888794}]","{""gumruk_yonetmeligi/annex/77/a"": 1}",True,True,True,1.0,1.0,True,,1,0.2,[5],"{""prompt_tokens"": 51, ""total_tokens"": 51}",146.7479999992065,l2
gy-022,annex,Toplu teminat mektubu için hangi ek metni kullanılır ve bu metinde ödeme tutarı hangi para birimiyle yazılır?,"[""gumruk_yonetmeligi/annex/77/b""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-77-b-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/77/b"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.6987317204475403}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-ek-77-a-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/77/a"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7513810396194458}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-ek-77-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/77"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7874430418014526}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-madde-495-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/495"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.803347647190094}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-madde-498-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/498"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8269782066345215}]","{""gumruk_yonetmeligi/annex/77/b"": 1}",True,True,True,1.0,1.0,True,,0,0.0,[],"{""prompt_tokens"": 37, ""total_tokens"": 37}",198.33700000162935,l2
gy-023,annex,"Kabul edilmiş kaynak metninde EK-81/A yürürlükte bir form olarak mı, mülga kaydıyla mı yer alıyor?","[""gumruk_yonetmeligi/annex/81/a""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-81-a-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/81/a"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9266694188117981}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-ek-51-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/51"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.933487594127655}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-ek-81-b-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/81/b"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9348509311676025}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-10-a-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/10/a"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9569640159606934}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-ek-42-chunk-006"", ""source_key"": ""gumruk_yonetmeligi/annex/42"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9619766473770142}]","{""gumruk_yonetmeligi/annex/81/a"": 1}",True,True,True,1.0,1.0,True,,0,0.0,[],"{""prompt_tokens"": 43, ""total_tokens"": 43}",162.37209999962943,l2
gy-024,annex,"Antrepo stok defteri tablosunda net ağırlık, brüt ağırlık ve antrepoya giriş tarihi için ayrı alanlar var mı?","[""gumruk_yonetmeligi/annex/83""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-83-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/83"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7572920322418213}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-madde-536-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/536"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8510146141052246}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-ek-32-chunk-003"", ""source_key"": ""gumruk_yonetmeligi/annex/32"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9287249445915222}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-ek-32-chunk-009"", ""source_key"": ""gumruk_yonetmeligi/annex/32"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9310385584831238}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-ek-49-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/49"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9332197308540344}]","{""gumruk_yonetmeligi/annex/83"": 1}",True,True,True,1.0,1.0,True,,0,0.0,[],"{""prompt_tokens"": 42, ""total_tokens"": 42}",198.39240000146674,l2
gy-025,mixed,Bağlayıcı tarife bilgisine başvuru kaç kalem eşya için yapılabilir ve kullanılacak başvuru formunda başvuru sahibi nasıl tanımlanır?,"[""gumruk_yonetmeligi/normal/28"", ""gumruk_yonetmeligi/annex/1""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-madde-28-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/28"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7230492830276489}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-ek-1-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/1"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7426141500473022}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-ek-78-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/78"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8280625343322754}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-madde-502-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/502"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8583228588104248}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-ek-32-chunk-014"", ""source_key"": ""gumruk_yonetmeligi/annex/32"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8737491965293884}]","{""gumruk_yonetmeligi/normal/28"": 1, ""gumruk_yonetmeligi/annex/1"": 2}",True,True,True,1.0,1.0,True,True,0,0.0,[],"{""prompt_tokens"": 46, ""total_tokens"": 46}",199.89790000545327,l2
gy-026,mixed,Parlayıcı veya özel tertibat gerektiren eşyanın antrepoya konulmasında hangi özel düzenek koşulu aranır ve atıf yapılan eşya listesi hangisidir?,"[""gumruk_yonetmeligi/normal/330"", ""gumruk_yonetmeligi/annex/62""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-madde-330-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/330"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7569229006767273}, {""rank"": 2, ""chunk_id"": ""4458-madde-94-chunk-001"", ""source_key"": ""4458_gumruk_kanunu/normal/94"", ""document_id"": ""4458_gumruk_kanunu"", ""distance"": 0.8285229206085205}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-madde-539-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/539"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8389094471931458}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-madde-80-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/80"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.8433870673179626}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-ek-80-chunk-003"", ""source_key"": ""gumruk_yonetmeligi/annex/80"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.870351254940033}]","{""gumruk_yonetmeligi/normal/330"": 1, ""gumruk_yonetmeligi/annex/62"": null}",True,True,True,1.0,0.5,False,False,1,0.2,[2],"{""prompt_tokens"": 52, ""total_tokens"": 52}",202.09310000063851,l2
gy-027,mixed,Serbest dolaşımda bulunmayan eşyanın antrepoda elleçlenmesine izin verilmesine ilişkin hüküm ile bu faaliyetlerin tarife pozisyonuna etkisini sınırlayan ek birlikte nerede düzenlenmiştir?,"[""gumruk_yonetmeligi/normal/334"", ""gumruk_yonetmeligi/annex/63""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-63-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/63"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7925707697868347}, {""rank"": 2, ""chunk_id"": ""4458-madde-161-chunk-001"", ""source_key"": ""4458_gumruk_kanunu/normal/161"", ""document_id"": ""4458_gumruk_kanunu"", ""distance"": 0.8751980662345886}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-madde-343-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/343"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9176258444786072}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-madde-341-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/341"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9177600145339966}, {""rank"": 5, ""chunk_id"": ""gumruk_yonetmeligi-madde-342-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/342"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.9258266687393188}]","{""gumruk_yonetmeligi/normal/334"": null, ""gumruk_yonetmeligi/annex/63"": 1}",True,True,True,1.0,0.5,False,False,1,0.2,[2],"{""prompt_tokens"": 69, ""total_tokens"": 69}",261.84440000361064,l2
gy-028,mixed,Gümrük yükümlülüğü devam eden eski işlemler için teminat değiştirilirken yeni mektuba hangi ek ifadeler alınır ve bu ifadeler önceki riskleri nasıl kapsar?,"[""gumruk_yonetmeligi/normal/496"", ""gumruk_yonetmeligi/annex/77/c""]","[{""rank"": 1, ""chunk_id"": ""gumruk_yonetmeligi-ek-77-c-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/annex/77/c"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7181464433670044}, {""rank"": 2, ""chunk_id"": ""gumruk_yonetmeligi-madde-498-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/498"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7292221784591675}, {""rank"": 3, ""chunk_id"": ""gumruk_yonetmeligi-madde-496-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/496"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7419987320899963}, {""rank"": 4, ""chunk_id"": ""gumruk_yonetmeligi-madde-505-chunk-001"", ""source_key"": ""gumruk_yonetmeligi/normal/505"", ""document_id"": ""gumruk_yonetmeligi"", ""distance"": 0.7718251943588257}, {""rank"": 5, ""chunk_id"": ""4458-madde-206-chunk-001"", ""source_key"": ""4458_gumruk_kanunu/normal/206"", ""document_id"": ""4458_gumruk_kanunu"", ""distance"": 0.7718770503997803}]","{""gumruk_yonetmeligi/normal/496"": 3, ""gumruk_yonetmeligi/annex/77/c"": 1}",True,True,True,1.0,1.0,True,True,1,0.2,[5],"{""prompt_tokens"": 61, ""total_tokens"": 61}",306.2315999995917,l2
