id,question,detected_law,expected_sources,variant,rank,chunk_id,document_source_key,document_id,distance,source_any@1,source_any@3,source_any@5,source_all@1,source_all@3,source_all@5,document_hit@1,document_hit@3,document_hit@5,document_all@1,document_all@3,document_all@5,document_intrusion@1,document_intrusion@3,document_intrusion@5
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",5607,5607_kacakcilikla_mucadele_kanunu/normal/1,A2,1,5607-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/1,5607_kacakcilikla_mucadele_kanunu,0.6589891910552979,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",5607,5607_kacakcilikla_mucadele_kanunu/normal/1,A2,2,5607-madde-19-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/19,5607_kacakcilikla_mucadele_kanunu,0.8712002038955688,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",5607,5607_kacakcilikla_mucadele_kanunu/normal/1,A2,3,5607-madde-27-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/27,5607_kacakcilikla_mucadele_kanunu,0.9245372414588928,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",5607,5607_kacakcilikla_mucadele_kanunu/normal/1,A2,4,5607-madde-4-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/4,5607_kacakcilikla_mucadele_kanunu,0.9400492906570435,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",5607,5607_kacakcilikla_mucadele_kanunu/normal/1,A2,5,5607-gecici-madde-3-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/3,5607_kacakcilikla_mucadele_kanunu,0.9456864595413208,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",5607,5607_kacakcilikla_mucadele_kanunu/normal/1,A3,1,5607-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/1,5607_kacakcilikla_mucadele_kanunu,0.3091881275177002,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",5607,5607_kacakcilikla_mucadele_kanunu/normal/1,A3,2,5607-gecici-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/7,5607_kacakcilikla_mucadele_kanunu,0.5175889134407043,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",5607,5607_kacakcilikla_mucadele_kanunu/normal/1,A3,3,5607-gecici-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/1,5607_kacakcilikla_mucadele_kanunu,0.5233880877494812,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",5607,5607_kacakcilikla_mucadele_kanunu/normal/1,A3,4,5607-madde-27-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/27,5607_kacakcilikla_mucadele_kanunu,0.5567644238471985,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-001,"5607 sayılı Kanunun amacı nedir; hangi fiilleri, yaptırımları ve hangi usul ve esasları belirlemeyi hedefler?",5607,5607_kacakcilikla_mucadele_kanunu/normal/1,A3,5,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.5627359747886658,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,B0,1,4458-madde-25-chunk-001,4458_gumruk_kanunu/normal/25,4458_gumruk_kanunu,0.685515820980072,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,1.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,B0,2,4458-madde-235-chunk-001,4458_gumruk_kanunu/normal/235,4458_gumruk_kanunu,0.6930844783782959,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,1.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,B0,3,4458-madde-126-chunk-001,4458_gumruk_kanunu/normal/126,4458_gumruk_kanunu,0.6960848569869995,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,1.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,B0,4,4458-madde-143-chunk-001,4458_gumruk_kanunu/normal/143,4458_gumruk_kanunu,0.7031289935112,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,1.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,B0,5,4458-madde-26-chunk-001,4458_gumruk_kanunu/normal/26,4458_gumruk_kanunu,0.7032812237739563,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,1.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A1,1,5607-madde-15-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/15,5607_kacakcilikla_mucadele_kanunu,0.4886522889137268,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A1,2,5607-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/2,5607_kacakcilikla_mucadele_kanunu,0.5528509020805359,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A1,3,5607-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/9,5607_kacakcilikla_mucadele_kanunu,0.615230917930603,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A1,4,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.6207794547080994,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A1,5,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.6272010207176208,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A2,1,5607-madde-15-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/15,5607_kacakcilikla_mucadele_kanunu,0.7658858895301819,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A2,2,5607-madde-16-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/16,5607_kacakcilikla_mucadele_kanunu,0.8150497674942017,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A2,3,5607-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/11,5607_kacakcilikla_mucadele_kanunu,0.867792010307312,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A2,4,5607-gecici-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/6,5607_kacakcilikla_mucadele_kanunu,0.8827543258666992,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A2,5,5607-madde-23-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/23,5607_kacakcilikla_mucadele_kanunu,0.8939302563667297,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A3,1,5607-madde-15-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/15,5607_kacakcilikla_mucadele_kanunu,0.4886522889137268,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A3,2,5607-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/2,5607_kacakcilikla_mucadele_kanunu,0.5528509020805359,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A3,3,5607-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/9,5607_kacakcilikla_mucadele_kanunu,0.615230917930603,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A3,4,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.6207794547080994,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-002,5607 sayılı Kanunda “gümrüklenmiş değer” nasıl tanımlanır ve ithal ve ihraç eşyası bakımından hangi değerlerin toplamı esas alınır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/2,A3,5,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.6272010207176208,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,B0,1,5607-madde-3-chunk-003,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,0.6297814846038818,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,B0,2,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.6483675837516785,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,B0,3,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,0.65240478515625,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,B0,4,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/13,5607_kacakcilikla_mucadele_kanunu,0.6751665472984314,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,B0,5,5607-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/5,5607_kacakcilikla_mucadele_kanunu,0.6910184621810913,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A1,1,5607-gecici-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/7,5607_kacakcilikla_mucadele_kanunu,0.5831812024116516,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A1,2,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.5911933183670044,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A1,3,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.5925359725952148,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A1,4,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.5957427024841309,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A1,5,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,0.6000330448150635,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A2,1,5607-madde-3-chunk-003,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,0.6297814846038818,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A2,2,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.6483675837516785,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A2,3,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,0.65240478515625,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A2,4,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/13,5607_kacakcilikla_mucadele_kanunu,0.6751665472984314,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A2,5,5607-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/5,5607_kacakcilikla_mucadele_kanunu,0.6910184621810913,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A3,1,5607-gecici-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/7,5607_kacakcilikla_mucadele_kanunu,0.5831812024116516,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A3,2,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.5911933183670044,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A3,3,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.5925359725952148,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A3,4,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.5957427024841309,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/3,A3,5,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,0.6000330448150635,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,B0,1,5607-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/10,5607_kacakcilikla_mucadele_kanunu,0.6333397030830383,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,B0,2,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/13,5607_kacakcilikla_mucadele_kanunu,0.6391137838363647,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,B0,3,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.6648713946342468,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,B0,4,5607-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/6,5607_kacakcilikla_mucadele_kanunu,0.6955997943878174,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
