id,question,expected_sources,expected_document_ids,rank,chunk_id,document_source_key,document_id,distance,article_id,article_title,source_path,top1_document_id,top1_document_expected,expected_document_top3,expected_document_top5,A_complete_top5_miss,B_partial_multi_source_miss,C_correct_document_wrong_articles,D_wrong_document_intrusion,missing_sources,source_any@1,source_any@3,source_any@5,source_all@1,source_all@3,source_all@5,document_hit@1,document_hit@3,document_hit@5,document_all@1,document_all@3,document_all@5,document_intrusion@1,document_intrusion@3,document_intrusion@5
q005,Hukuka uygunluk nedenleri ve kusurluluğu ortadan kaldıran nedenlerde hangi hükümler uygulanır?,5326_kabahatler_kanunu/normal/12,5326_kabahatler_kanunu,3,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.9198160171508789,5326-madde-28,Başvurunun incelenmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q005,Hukuka uygunluk nedenleri ve kusurluluğu ortadan kaldıran nedenlerde hangi hükümler uygulanır?,5326_kabahatler_kanunu/normal/12,5326_kabahatler_kanunu,4,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.9382719993591309,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q005,Hukuka uygunluk nedenleri ve kusurluluğu ortadan kaldıran nedenlerde hangi hükümler uygulanır?,5326_kabahatler_kanunu/normal/12,5326_kabahatler_kanunu,5,5326-madde-5-chunk-001,5326_kabahatler_kanunu/normal/5,5326_kabahatler_kanunu,0.9697345495223999,5326-madde-5,Zaman bakımından uygulama,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q006,Kabahate teşebbüs cezalandırılır mı?,5326_kabahatler_kanunu/normal/13,5326_kabahatler_kanunu,1,5326-madde-13-chunk-001,5326_kabahatler_kanunu/normal/13,5326_kabahatler_kanunu,0.6407328248023987,5326-madde-13,Teşebbüs,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q006,Kabahate teşebbüs cezalandırılır mı?,5326_kabahatler_kanunu/normal/13,5326_kabahatler_kanunu,2,5326-madde-14-chunk-001,5326_kabahatler_kanunu/normal/14,5326_kabahatler_kanunu,0.8560421466827393,5326-madde-14,İştirak,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q006,Kabahate teşebbüs cezalandırılır mı?,5326_kabahatler_kanunu/normal/13,5326_kabahatler_kanunu,3,5326-madde-37-chunk-001,5326_kabahatler_kanunu/normal/37,5326_kabahatler_kanunu,0.8603207468986511,5326-madde-37,Rahatsız etme,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q006,Kabahate teşebbüs cezalandırılır mı?,5326_kabahatler_kanunu/normal/13,5326_kabahatler_kanunu,4,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,0.872982382774353,5326-madde-43-a,Tüzel kişilerin sorumluluğu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q006,Kabahate teşebbüs cezalandırılır mı?,5326_kabahatler_kanunu/normal/13,5326_kabahatler_kanunu,5,5326-madde-36-chunk-001,5326_kabahatler_kanunu/normal/36,5326_kabahatler_kanunu,0.8801714777946472,5326-madde-36,Gürültü,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q007,Bir kabahatin işlenmesine birden fazla kişi katılırsa sorumluluk nasıl belirlenir?,5326_kabahatler_kanunu/normal/14,5326_kabahatler_kanunu,1,5326-madde-14-chunk-001,5326_kabahatler_kanunu/normal/14,5326_kabahatler_kanunu,0.8163039684295654,5326-madde-14,İştirak,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q007,Bir kabahatin işlenmesine birden fazla kişi katılırsa sorumluluk nasıl belirlenir?,5326_kabahatler_kanunu/normal/14,5326_kabahatler_kanunu,2,5326-madde-8-chunk-001,5326_kabahatler_kanunu/normal/8,5326_kabahatler_kanunu,0.8704569339752197,5326-madde-8,Organ veya temsilcinin davranışından dolayı sorumluluk,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q007,Bir kabahatin işlenmesine birden fazla kişi katılırsa sorumluluk nasıl belirlenir?,5326_kabahatler_kanunu/normal/14,5326_kabahatler_kanunu,3,5326-madde-41-chunk-001,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,0.9025884866714478,5326-madde-41,Çevreyi kirletme,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q007,Bir kabahatin işlenmesine birden fazla kişi katılırsa sorumluluk nasıl belirlenir?,5326_kabahatler_kanunu/normal/14,5326_kabahatler_kanunu,4,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,0.9215245246887207,5326-madde-43-a,Tüzel kişilerin sorumluluğu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q007,Bir kabahatin işlenmesine birden fazla kişi katılırsa sorumluluk nasıl belirlenir?,5326_kabahatler_kanunu/normal/14,5326_kabahatler_kanunu,5,5326-madde-7-chunk-001,5326_kabahatler_kanunu/normal/7,5326_kabahatler_kanunu,0.93197101354599,5326-madde-7,Kabahatin ihmali davranışla işlenmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q008,Aynı fiille birden fazla kabahat işlenirse idarî yaptırım nasıl belirlenir?,5326_kabahatler_kanunu/normal/15,5326_kabahatler_kanunu,1,5326-madde-15-chunk-001,5326_kabahatler_kanunu/normal/15,5326_kabahatler_kanunu,0.5972222089767456,5326-madde-15,İçtima,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q008,Aynı fiille birden fazla kabahat işlenirse idarî yaptırım nasıl belirlenir?,5326_kabahatler_kanunu/normal/15,5326_kabahatler_kanunu,2,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.670947790145874,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q008,Aynı fiille birden fazla kabahat işlenirse idarî yaptırım nasıl belirlenir?,5326_kabahatler_kanunu/normal/15,5326_kabahatler_kanunu,3,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.7465072274208069,5326-madde-28,Başvurunun incelenmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q008,Aynı fiille birden fazla kabahat işlenirse idarî yaptırım nasıl belirlenir?,5326_kabahatler_kanunu/normal/15,5326_kabahatler_kanunu,4,5326-madde-25-chunk-001,5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,0.7481196522712708,5326-madde-25,İdarî yaptırım kararı,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q008,Aynı fiille birden fazla kabahat işlenirse idarî yaptırım nasıl belirlenir?,5326_kabahatler_kanunu/normal/15,5326_kabahatler_kanunu,5,5326-madde-16-chunk-001,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,0.7638252973556519,5326-madde-16,Yaptırım türleri,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q009,Kabahatler karşılığında uygulanabilecek idarî yaptırım türleri nelerdir?,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,1,5326-madde-16-chunk-001,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,0.5977177023887634,5326-madde-16,Yaptırım türleri,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q009,Kabahatler karşılığında uygulanabilecek idarî yaptırım türleri nelerdir?,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,2,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.6600779294967651,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q009,Kabahatler karşılığında uygulanabilecek idarî yaptırım türleri nelerdir?,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,3,5326-madde-25-chunk-001,5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,0.7125323414802551,5326-madde-25,İdarî yaptırım kararı,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q009,Kabahatler karşılığında uygulanabilecek idarî yaptırım türleri nelerdir?,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,4,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.7173446416854858,5326-madde-28,Başvurunun incelenmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q009,Kabahatler karşılığında uygulanabilecek idarî yaptırım türleri nelerdir?,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,5,5326-madde-17-chunk-001,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,0.758899450302124,5326-madde-17,İdarî para cezası,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q010,İdarî para cezasının türleri ve ceza miktarının belirlenmesinde dikkate alınacak ölçütler nelerdir?,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,1,5326-madde-17-chunk-001,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,0.7668431997299194,5326-madde-17,İdarî para cezası,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q010,İdarî para cezasının türleri ve ceza miktarının belirlenmesinde dikkate alınacak ölçütler nelerdir?,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,2,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.8589975833892822,5326-madde-28,Başvurunun incelenmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q010,İdarî para cezasının türleri ve ceza miktarının belirlenmesinde dikkate alınacak ölçütler nelerdir?,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,3,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.9376013875007629,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q010,İdarî para cezasının türleri ve ceza miktarının belirlenmesinde dikkate alınacak ölçütler nelerdir?,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,4,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,0.9741024374961853,5326-madde-43-a,Tüzel kişilerin sorumluluğu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q010,İdarî para cezasının türleri ve ceza miktarının belirlenmesinde dikkate alınacak ölçütler nelerdir?,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,5,5326-madde-20-chunk-001,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,1.027761459350586,5326-madde-20,Soruşturma zamanaşımı,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q011,Kabahatlerde soruşturma zamanaşımı süresi nasıl belirlenir?,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,1,5326-madde-20-chunk-001,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,0.5484681129455566,5326-madde-20,Soruşturma zamanaşımı,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q011,Kabahatlerde soruşturma zamanaşımı süresi nasıl belirlenir?,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,2,5326-madde-21-chunk-001,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,0.8823361396789551,5326-madde-21,Yerine getirme zamanaşımı,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q011,Kabahatlerde soruşturma zamanaşımı süresi nasıl belirlenir?,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,3,5326-madde-5-chunk-001,5326_kabahatler_kanunu/normal/5,5326_kabahatler_kanunu,0.8830618262290955,5326-madde-5,Zaman bakımından uygulama,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q011,Kabahatlerde soruşturma zamanaşımı süresi nasıl belirlenir?,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,4,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.9220658540725708,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q011,Kabahatlerde soruşturma zamanaşımı süresi nasıl belirlenir?,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,5,5326-madde-23-chunk-001,5326_kabahatler_kanunu/normal/23,5326_kabahatler_kanunu,0.938115656375885,5326-madde-23,Cumhuriyet savcısının karar verme yetkisi,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q012,Kesinleşen idarî yaptırım kararlarının yerine getirilmesinde zamanaşımı nasıl düzenlenmiştir?,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,1,5326-madde-21-chunk-001,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,0.8424867391586304,5326-madde-21,Yerine getirme zamanaşımı,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q012,Kesinleşen idarî yaptırım kararlarının yerine getirilmesinde zamanaşımı nasıl düzenlenmiştir?,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,2,5326-madde-26-chunk-001,5326_kabahatler_kanunu/normal/26,5326_kabahatler_kanunu,0.8569151163101196,5326-madde-26,Kararların tebliği,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q012,Kesinleşen idarî yaptırım kararlarının yerine getirilmesinde zamanaşımı nasıl düzenlenmiştir?,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,3,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.8839015364646912,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q012,Kesinleşen idarî yaptırım kararlarının yerine getirilmesinde zamanaşımı nasıl düzenlenmiştir?,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,4,5326-madde-25-chunk-001,5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,0.9305632710456848,5326-madde-25,İdarî yaptırım kararı,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q012,Kesinleşen idarî yaptırım kararlarının yerine getirilmesinde zamanaşımı nasıl düzenlenmiştir?,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,5,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.9475171566009521,5326-madde-28,Başvurunun incelenmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q013,İdarî yaptırım kararına ilişkin tutanakta hangi bilgilerin bulunması gerekir?,5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,1,5326-madde-25-chunk-001,5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,0.6678985953330994,5326-madde-25,İdarî yaptırım kararı,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
