id,query,expected_sources,rank,chunk_id,document_id,source,distance,best_5607_rank,best_4458_rank,best_5326_rank,source_margin,document_margin,correct_document_absent_top5,gold_exists_in_local_corpus,explicit_5607,query_tokens,taxonomy,competitor_text_status,top_wrong_4458_snippet,text_finding
k5607-003,Eşyanın gümrük işlemlerine tabi tutulmadan ülkeye sokulması hangi hapis ve adlî para cezasını gerektirir; eşya gümrük kapıları dışından sokulursa ceza nasıl değişir?,5607_kacakcilikla_mucadele_kanunu/normal/3,1,4458-madde-236-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/236,0.6469648480415344,,1,,,,True,True,False,22,E | I,complete,"Madde 236 – 1. (Değişik: 28/3/2013-6455/13 md.) Teminat alınmış olsa bile, gümrük işlemlerine başlanmadan veya bu işlemler bitirilip gümrük idaresinin izni alınmadan gümrük antrepoları veya gümrük idaresince eşya konulmasına izin verilen yerlerden kısmen veya tamamen eşya çıkarılması veya buralardaki eşyanın değiştirilmesi ya da yapılan sayımlarda kayıtlara göre eşyanın bir kısmının noksan olduğunun anlaşılması hallerinde, bu eşyanın gümrük vergilerinin yanı sıra gümrüklenmiş değerinin iki katı idari para cezası verilir.","4458/236 concerns goods removed from warehouses before customs procedures finish and administrative fines. This is a concrete procedural/penalty parallel, but 5607 specifies entry into the country, customs gates, imprisonment and judicial fines. Close correct wording still loses; lexical mismatch is not established."
k5607-003,Eşyanın gümrük işlemlerine tabi tutulmadan ülkeye sokulması hangi hapis ve adlî para cezasını gerektirir; eşya gümrük kapıları dışından sokulursa ceza nasıl değişir?,5607_kacakcilikla_mucadele_kanunu/normal/3,2,4458-madde-235-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/235,0.6535183191299438,,1,,,,True,True,False,22,E | I,complete,"Madde 236 – 1. (Değişik: 28/3/2013-6455/13 md.) Teminat alınmış olsa bile, gümrük işlemlerine başlanmadan veya bu işlemler bitirilip gümrük idaresinin izni alınmadan gümrük antrepoları veya gümrük idaresince eşya konulmasına izin verilen yerlerden kısmen veya tamamen eşya çıkarılması veya buralardaki eşyanın değiştirilmesi ya da yapılan sayımlarda kayıtlara göre eşyanın bir kısmının noksan olduğunun anlaşılması hallerinde, bu eşyanın gümrük vergilerinin yanı sıra gümrüklenmiş değerinin iki katı idari para cezası verilir.","4458/236 concerns goods removed from warehouses before customs procedures finish and administrative fines. This is a concrete procedural/penalty parallel, but 5607 specifies entry into the country, customs gates, imprisonment and judicial fines. Close correct wording still loses; lexical mismatch is not established."
k5607-003,Eşyanın gümrük işlemlerine tabi tutulmadan ülkeye sokulması hangi hapis ve adlî para cezasını gerektirir; eşya gümrük kapıları dışından sokulursa ceza nasıl değişir?,5607_kacakcilikla_mucadele_kanunu/normal/3,3,4458-madde-239-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/239,0.6786859035491943,,1,,,,True,True,False,22,E | I,complete,"Madde 236 – 1. (Değişik: 28/3/2013-6455/13 md.) Teminat alınmış olsa bile, gümrük işlemlerine başlanmadan veya bu işlemler bitirilip gümrük idaresinin izni alınmadan gümrük antrepoları veya gümrük idaresince eşya konulmasına izin verilen yerlerden kısmen veya tamamen eşya çıkarılması veya buralardaki eşyanın değiştirilmesi ya da yapılan sayımlarda kayıtlara göre eşyanın bir kısmının noksan olduğunun anlaşılması hallerinde, bu eşyanın gümrük vergilerinin yanı sıra gümrüklenmiş değerinin iki katı idari para cezası verilir.","4458/236 concerns goods removed from warehouses before customs procedures finish and administrative fines. This is a concrete procedural/penalty parallel, but 5607 specifies entry into the country, customs gates, imprisonment and judicial fines. Close correct wording still loses; lexical mismatch is not established."
k5607-003,Eşyanın gümrük işlemlerine tabi tutulmadan ülkeye sokulması hangi hapis ve adlî para cezasını gerektirir; eşya gümrük kapıları dışından sokulursa ceza nasıl değişir?,5607_kacakcilikla_mucadele_kanunu/normal/3,4,4458-madde-57-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/57,0.6950064301490784,,1,,,,True,True,False,22,E | I,complete,"Madde 236 – 1. (Değişik: 28/3/2013-6455/13 md.) Teminat alınmış olsa bile, gümrük işlemlerine başlanmadan veya bu işlemler bitirilip gümrük idaresinin izni alınmadan gümrük antrepoları veya gümrük idaresince eşya konulmasına izin verilen yerlerden kısmen veya tamamen eşya çıkarılması veya buralardaki eşyanın değiştirilmesi ya da yapılan sayımlarda kayıtlara göre eşyanın bir kısmının noksan olduğunun anlaşılması hallerinde, bu eşyanın gümrük vergilerinin yanı sıra gümrüklenmiş değerinin iki katı idari para cezası verilir.","4458/236 concerns goods removed from warehouses before customs procedures finish and administrative fines. This is a concrete procedural/penalty parallel, but 5607 specifies entry into the country, customs gates, imprisonment and judicial fines. Close correct wording still loses; lexical mismatch is not established."
k5607-003,Eşyanın gümrük işlemlerine tabi tutulmadan ülkeye sokulması hangi hapis ve adlî para cezasını gerektirir; eşya gümrük kapıları dışından sokulursa ceza nasıl değişir?,5607_kacakcilikla_mucadele_kanunu/normal/3,5,4458-madde-186-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/186,0.7065683007240295,,1,,,,True,True,False,22,E | I,complete,"Madde 236 – 1. (Değişik: 28/3/2013-6455/13 md.) Teminat alınmış olsa bile, gümrük işlemlerine başlanmadan veya bu işlemler bitirilip gümrük idaresinin izni alınmadan gümrük antrepoları veya gümrük idaresince eşya konulmasına izin verilen yerlerden kısmen veya tamamen eşya çıkarılması veya buralardaki eşyanın değiştirilmesi ya da yapılan sayımlarda kayıtlara göre eşyanın bir kısmının noksan olduğunun anlaşılması hallerinde, bu eşyanın gümrük vergilerinin yanı sıra gümrüklenmiş değerinin iki katı idari para cezası verilir.","4458/236 concerns goods removed from warehouses before customs procedures finish and administrative fines. This is a concrete procedural/penalty parallel, but 5607 specifies entry into the country, customs gates, imprisonment and judicial fines. Close correct wording still loses; lexical mismatch is not established."
k5607-004,"İhracat gerçekleşmediği hâlde gerçekleşmiş gibi gösterilmesi veya ihraç malının cins, miktar, evsaf ya da fiyatının değiştirilmesi hangi yaptırımla karşılanır; beyandaki fark yüzde onu aşmıyorsa hangi işlem uygulanır?",5607_kacakcilikla_mucadele_kanunu/normal/3,1,4458-madde-141-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/141,0.6977686882019043,,1,,,,True,True,False,27,E | H,complete,"2. 1 inci fıkra uyarınca indirilecek tutarın hesaplanmasında geçici ihracat eşyasının, hariçte işleme rejimine ilişkin beyannamenin tescili tarihindeki miktar ve niteliği ile işlem görmüş ürünlerin yeniden serbest dolaşıma girişine ilişkin beyannamenin tescili tarihinde uygulanabilir diğer vergilendirme unsurları dikkate alınır.","4458/141 shares export, quantity, declaration and value/difference vocabulary, but calculates outward-processing import taxes. It does not supply the requested fictitious-export offence. 5607/3(9) closely answers the query and itself refers to 4458 for the ten-percent exception; these connections plausibly support topical competition but do not explain the ranking causally."
k5607-004,"İhracat gerçekleşmediği hâlde gerçekleşmiş gibi gösterilmesi veya ihraç malının cins, miktar, evsaf ya da fiyatının değiştirilmesi hangi yaptırımla karşılanır; beyandaki fark yüzde onu aşmıyorsa hangi işlem uygulanır?",5607_kacakcilikla_mucadele_kanunu/normal/3,2,4458-madde-179-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/179,0.706388533115387,,1,,,,True,True,False,27,E | H,complete,"2. 1 inci fıkra uyarınca indirilecek tutarın hesaplanmasında geçici ihracat eşyasının, hariçte işleme rejimine ilişkin beyannamenin tescili tarihindeki miktar ve niteliği ile işlem görmüş ürünlerin yeniden serbest dolaşıma girişine ilişkin beyannamenin tescili tarihinde uygulanabilir diğer vergilendirme unsurları dikkate alınır.","4458/141 shares export, quantity, declaration and value/difference vocabulary, but calculates outward-processing import taxes. It does not supply the requested fictitious-export offence. 5607/3(9) closely answers the query and itself refers to 4458 for the ten-percent exception; these connections plausibly support topical competition but do not explain the ranking causally."
k5607-004,"İhracat gerçekleşmediği hâlde gerçekleşmiş gibi gösterilmesi veya ihraç malının cins, miktar, evsaf ya da fiyatının değiştirilmesi hangi yaptırımla karşılanır; beyandaki fark yüzde onu aşmıyorsa hangi işlem uygulanır?",5607_kacakcilikla_mucadele_kanunu/normal/3,3,4458-madde-27-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/27,0.7154958844184875,,1,,,,True,True,False,27,E | H,complete,"2. 1 inci fıkra uyarınca indirilecek tutarın hesaplanmasında geçici ihracat eşyasının, hariçte işleme rejimine ilişkin beyannamenin tescili tarihindeki miktar ve niteliği ile işlem görmüş ürünlerin yeniden serbest dolaşıma girişine ilişkin beyannamenin tescili tarihinde uygulanabilir diğer vergilendirme unsurları dikkate alınır.","4458/141 shares export, quantity, declaration and value/difference vocabulary, but calculates outward-processing import taxes. It does not supply the requested fictitious-export offence. 5607/3(9) closely answers the query and itself refers to 4458 for the ten-percent exception; these connections plausibly support topical competition but do not explain the ranking causally."
k5607-004,"İhracat gerçekleşmediği hâlde gerçekleşmiş gibi gösterilmesi veya ihraç malının cins, miktar, evsaf ya da fiyatının değiştirilmesi hangi yaptırımla karşılanır; beyandaki fark yüzde onu aşmıyorsa hangi işlem uygulanır?",5607_kacakcilikla_mucadele_kanunu/normal/3,4,4458-madde-25-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/25,0.7181844115257263,,1,,,,True,True,False,27,E | H,complete,"2. 1 inci fıkra uyarınca indirilecek tutarın hesaplanmasında geçici ihracat eşyasının, hariçte işleme rejimine ilişkin beyannamenin tescili tarihindeki miktar ve niteliği ile işlem görmüş ürünlerin yeniden serbest dolaşıma girişine ilişkin beyannamenin tescili tarihinde uygulanabilir diğer vergilendirme unsurları dikkate alınır.","4458/141 shares export, quantity, declaration and value/difference vocabulary, but calculates outward-processing import taxes. It does not supply the requested fictitious-export offence. 5607/3(9) closely answers the query and itself refers to 4458 for the ten-percent exception; these connections plausibly support topical competition but do not explain the ranking causally."
k5607-004,"İhracat gerçekleşmediği hâlde gerçekleşmiş gibi gösterilmesi veya ihraç malının cins, miktar, evsaf ya da fiyatının değiştirilmesi hangi yaptırımla karşılanır; beyandaki fark yüzde onu aşmıyorsa hangi işlem uygulanır?",5607_kacakcilikla_mucadele_kanunu/normal/3,5,4458-madde-24-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/24,0.719123363494873,,1,,,,True,True,False,27,E | H,complete,"2. 1 inci fıkra uyarınca indirilecek tutarın hesaplanmasında geçici ihracat eşyasının, hariçte işleme rejimine ilişkin beyannamenin tescili tarihindeki miktar ve niteliği ile işlem görmüş ürünlerin yeniden serbest dolaşıma girişine ilişkin beyannamenin tescili tarihinde uygulanabilir diğer vergilendirme unsurları dikkate alınır.","4458/141 shares export, quantity, declaration and value/difference vocabulary, but calculates outward-processing import taxes. It does not supply the requested fictitious-export offence. 5607/3(9) closely answers the query and itself refers to 4458 for the ten-percent exception; these connections plausibly support topical competition but do not explain the ranking causally."
k5607-005,Ulusal marker seviyenin altında olan veya hiç marker içermeyen akaryakıt bakımından hangi ticari fiiller suç kapsamındadır ve hangi yaptırım öngörülür?,5607_kacakcilikla_mucadele_kanunu/normal/3,1,5607-madde-3-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/3,0.6132664680480957,1,5,,0.0,0.0,False,True,False,20,,complete,"Madde 176 – 1. Gemilerin, botların, diğer deniz taşıtlarının ve hava gemilerinin dış seferlerde kullanacakları yakıt ve yağları ile karaya çıkarılmamak şartıyla yurtdışından getirdikleri kumanyaları ithalat vergilerinden muaftır.",Descriptive token comparison; no causal attribution.
k5607-005,Ulusal marker seviyenin altında olan veya hiç marker içermeyen akaryakıt bakımından hangi ticari fiiller suç kapsamındadır ve hangi yaptırım öngörülür?,5607_kacakcilikla_mucadele_kanunu/normal/3,2,5607-madde-3-chunk-002,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/3,0.7796509861946106,1,5,,0.0,0.0,False,True,False,20,,complete,"Madde 176 – 1. Gemilerin, botların, diğer deniz taşıtlarının ve hava gemilerinin dış seferlerde kullanacakları yakıt ve yağları ile karaya çıkarılmamak şartıyla yurtdışından getirdikleri kumanyaları ithalat vergilerinden muaftır.",Descriptive token comparison; no causal attribution.
k5607-005,Ulusal marker seviyenin altında olan veya hiç marker içermeyen akaryakıt bakımından hangi ticari fiiller suç kapsamındadır ve hangi yaptırım öngörülür?,5607_kacakcilikla_mucadele_kanunu/normal/3,3,5607-madde-16-a-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/16/a,0.7906282544136047,1,5,,0.0,0.0,False,True,False,20,,complete,"Madde 176 – 1. Gemilerin, botların, diğer deniz taşıtlarının ve hava gemilerinin dış seferlerde kullanacakları yakıt ve yağları ile karaya çıkarılmamak şartıyla yurtdışından getirdikleri kumanyaları ithalat vergilerinden muaftır.",Descriptive token comparison; no causal attribution.
k5607-005,Ulusal marker seviyenin altında olan veya hiç marker içermeyen akaryakıt bakımından hangi ticari fiiller suç kapsamındadır ve hangi yaptırım öngörülür?,5607_kacakcilikla_mucadele_kanunu/normal/3,4,5607-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/11,0.9219801425933838,1,5,,0.0,0.0,False,True,False,20,,complete,"Madde 176 – 1. Gemilerin, botların, diğer deniz taşıtlarının ve hava gemilerinin dış seferlerde kullanacakları yakıt ve yağları ile karaya çıkarılmamak şartıyla yurtdışından getirdikleri kumanyaları ithalat vergilerinden muaftır.",Descriptive token comparison; no causal attribution.
k5607-005,Ulusal marker seviyenin altında olan veya hiç marker içermeyen akaryakıt bakımından hangi ticari fiiller suç kapsamındadır ve hangi yaptırım öngörülür?,5607_kacakcilikla_mucadele_kanunu/normal/3,5,4458-madde-176-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/176,0.9892504215240479,1,5,,0.0,0.0,False,True,False,20,,complete,"Madde 176 – 1. Gemilerin, botların, diğer deniz taşıtlarının ve hava gemilerinin dış seferlerde kullanacakları yakıt ve yağları ile karaya çıkarılmamak şartıyla yurtdışından getirdikleri kumanyaları ithalat vergilerinden muaftır.",Descriptive token comparison; no causal attribution.
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607_kacakcilikla_mucadele_kanunu/normal/3,1,5607-madde-3-chunk-003,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/3,0.6300676465034485,1,,,0.0,0.0,False,True,True,12,,no saved 4458 competitor,,
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607_kacakcilikla_mucadele_kanunu/normal/3,2,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/gecici/2,0.6485803127288818,1,,,0.0,0.0,False,True,True,12,,no saved 4458 competitor,,
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607_kacakcilikla_mucadele_kanunu/normal/3,3,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/gecici/12,0.6526116132736206,1,,,0.0,0.0,False,True,True,12,,no saved 4458 competitor,,
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607_kacakcilikla_mucadele_kanunu/normal/3,4,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/13,0.6753554344177246,1,,,0.0,0.0,False,True,True,12,,no saved 4458 competitor,,
k5607-006,Kaçakçılık suçunun teşebbüs aşamasında kalması hâlinde 5607 sayılı Kanun bakımından nasıl cezalandırma yapılır?,5607_kacakcilikla_mucadele_kanunu/normal/3,5,5607-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/5,0.6912097334861755,1,,,0.0,0.0,False,True,True,12,,no saved 4458 competitor,,
k5607-007,Kaçakçılık suçunun bir örgütün faaliyeti çerçevesinde veya üç ya da daha fazla kişi tarafından birlikte işlenmesi hâlinde cezalar nasıl artırılır?,5607_kacakcilikla_mucadele_kanunu/normal/4,1,5607-madde-3-chunk-003,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/3,0.6640301942825317,1,,,0.06486296653747559,0.0,False,True,False,20,I,no saved 4458 competitor,,
k5607-007,Kaçakçılık suçunun bir örgütün faaliyeti çerçevesinde veya üç ya da daha fazla kişi tarafından birlikte işlenmesi hâlinde cezalar nasıl artırılır?,5607_kacakcilikla_mucadele_kanunu/normal/4,2,5607-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/5,0.7268010377883911,1,,,0.06486296653747559,0.0,False,True,False,20,I,no saved 4458 competitor,,
k5607-007,Kaçakçılık suçunun bir örgütün faaliyeti çerçevesinde veya üç ya da daha fazla kişi tarafından birlikte işlenmesi hâlinde cezalar nasıl artırılır?,5607_kacakcilikla_mucadele_kanunu/normal/4,3,5607-madde-4-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/4,0.7288931608200073,1,,,0.06486296653747559,0.0,False,True,False,20,I,no saved 4458 competitor,,
k5607-007,Kaçakçılık suçunun bir örgütün faaliyeti çerçevesinde veya üç ya da daha fazla kişi tarafından birlikte işlenmesi hâlinde cezalar nasıl artırılır?,5607_kacakcilikla_mucadele_kanunu/normal/4,4,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/gecici/12,0.8302981853485107,1,,,0.06486296653747559,0.0,False,True,False,20,I,no saved 4458 competitor,,
k5607-007,Kaçakçılık suçunun bir örgütün faaliyeti çerçevesinde veya üç ya da daha fazla kişi tarafından birlikte işlenmesi hâlinde cezalar nasıl artırılır?,5607_kacakcilikla_mucadele_kanunu/normal/4,5,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/13,0.8360123634338379,1,,,0.06486296653747559,0.0,False,True,False,20,I,no saved 4458 competitor,,
k5607-008,"Etkin pişmanlık gösteren kişi, resmî makamlar haber almadan önce hangi bilgileri verirse ve bu bilgi neyi sağlarsa cezalandırılmaz?",5607_kacakcilikla_mucadele_kanunu/normal/5,1,5607-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/5,0.9373034238815308,1,4,2,0.0,0.0,False,True,False,18,,complete,"Madde 12 – 1. Gümrük idareleri ve diğer yetkili kurumlar gizli nitelikteki veya gizlilik esasına göre elde edilen bütün bilgileri saklamak zorundadır. Bu bilgileri veren kişinin veya makamın açık izni olmaksızın söz konusu bilgiler açıklanamaz. Şu kadar ki, gümrük idareleri ve diğer yetkili kurumlar verilerin korunmasına ilişkin yasal hükümler veya yargı kararlarının gereği olarak söz konusu bilgileri ilgili mercilere verirler.",Descriptive token comparison; no causal attribution.
