strategy,id,question,dataset,expected_sources,expected_legislations,case_type,difficulty,ranks,top1_legislation,expected_source_ranks,any_source_hit_at_1,all_sources_match_at_1,expected_legislation_hit_at_1,any_source_hit_at_3,all_sources_match_at_3,expected_legislation_hit_at_3,any_source_hit_at_5,all_sources_match_at_5,expected_legislation_hit_at_5,non_expected_legislation_count_at_5,non_expected_legislation_share_at_5,latency_ms,dense_latency_ms,lexical_latency_ms,fusion_latency_ms,deduplication_latency_ms,embedding_tokens
B0,gk019,İthalat vergilerine tabi eşyanın serbest dolaşıma girişi veya kısmi muafiyet suretiyle geçici ithali halinde gümrük yükümlülüğü ne zaman başlar ve gümrük yükümlülüğü hangi hallerde sona erer?,4458,"[""4458/normal/181"", ""4458/normal/208""]","[""4458""]",multi_part,hard,"[{""rank"": 1, ""chunk_id"": ""4458-madde-133-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""133"", ""qualified_source_key"": ""4458/normal/133"", ""distance"": 0.5348326563835144}, {""rank"": 2, ""chunk_id"": ""4458-madde-194-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""194"", ""qualified_source_key"": ""4458/normal/194"", ""distance"": 0.597053050994873}, {""rank"": 3, ""chunk_id"": ""4458-madde-135-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""135"", ""qualified_source_key"": ""4458/normal/135"", ""distance"": 0.6022553443908691}, {""rank"": 4, ""chunk_id"": ""4458-madde-141-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""141"", ""qualified_source_key"": ""4458/normal/141"", ""distance"": 0.6126111745834351}, {""rank"": 5, ""chunk_id"": ""4458-madde-168-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""168"", ""qualified_source_key"": ""4458/normal/168"", ""distance"": 0.6172458529472351}]",4458,"{""4458/normal/181"": null, ""4458/normal/208"": null}",False,False,True,False,False,True,False,False,True,0,0.0,273.29799998551607,273.29799998551607,0.0,0.0,0.0,76
B0,gk020,"Beyan edilen kıymetin gerçek kıymetten düşük çıkması ile Kanunda ayrıca ceza öngörülmemiş bir düzenlemeye aykırı davranılması, para cezası bakımından nasıl farklı sonuçlar doğurur?",4458,"[""4458/normal/234"", ""4458/normal/241""]","[""4458""]",multi_part,hard,"[{""rank"": 1, ""chunk_id"": ""5326-madde-28-chunk-001"", ""legislation_number"": ""5326"", ""article_type"": ""normal"", ""article_no"": ""28"", ""qualified_source_key"": ""5326/normal/28"", ""distance"": 0.8452833294868469}, {""rank"": 2, ""chunk_id"": ""5326-madde-43-a-chunk-001"", ""legislation_number"": ""5326"", ""article_type"": ""normal"", ""article_no"": ""43/A"", ""qualified_source_key"": ""5326/normal/43/a"", ""distance"": 0.8536338210105896}, {""rank"": 3, ""chunk_id"": ""5326-madde-15-chunk-001"", ""legislation_number"": ""5326"", ""article_type"": ""normal"", ""article_no"": ""15"", ""qualified_source_key"": ""5326/normal/15"", ""distance"": 0.8715988397598267}, {""rank"": 4, ""chunk_id"": ""5326-madde-32-chunk-001"", ""legislation_number"": ""5326"", ""article_type"": ""normal"", ""article_no"": ""32"", ""qualified_source_key"": ""5326/normal/32"", ""distance"": 0.8872851133346558}, {""rank"": 5, ""chunk_id"": ""5326-madde-41-chunk-001"", ""legislation_number"": ""5326"", ""article_type"": ""normal"", ""article_no"": ""41"", ""qualified_source_key"": ""5326/normal/41"", ""distance"": 0.8948951959609985}]",5326,"{""4458/normal/234"": null, ""4458/normal/241"": null}",False,False,False,False,False,False,False,False,False,5,1.0,239.11890003364533,239.11890003364533,0.0,0.0,0.0,72
B0,gk021,"Türkiye Gümrük Bölgesini terk edecek eşya için hangi hallerde gümrük beyannamesi, hangi hallerde özet beyan verilir?",4458,"[""4458/normal/165/b"", ""4458/normal/165/c""]","[""4458""]",multi_part,medium,"[{""rank"": 1, ""chunk_id"": ""4458-madde-165-a-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""165/A"", ""qualified_source_key"": ""4458/normal/165/a"", ""distance"": 0.5456616282463074}, {""rank"": 2, ""chunk_id"": ""4458-madde-35-a-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""35/A"", ""qualified_source_key"": ""4458/normal/35/a"", ""distance"": 0.5592119097709656}, {""rank"": 3, ""chunk_id"": ""4458-madde-165-b-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""165/B"", ""qualified_source_key"": ""4458/normal/165/b"", ""distance"": 0.5697545409202576}, {""rank"": 4, ""chunk_id"": ""4458-madde-165-c-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""165/C"", ""qualified_source_key"": ""4458/normal/165/c"", ""distance"": 0.5816691517829895}, {""rank"": 5, ""chunk_id"": ""4458-madde-62-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""62"", ""qualified_source_key"": ""4458/normal/62"", ""distance"": 0.6370892524719238}]",4458,"{""4458/normal/165/b"": 3, ""4458/normal/165/c"": 4}",False,False,True,True,False,True,True,True,True,0,0.0,242.27210000390187,242.27210000390187,0.0,0.0,0.0,45
B0,gk022,Yetkilendirilmiş yükümlü statüsü kazanmak için hangi şartlar aranır ve Müsteşarlık bu yükümlüleri basitleştirilmiş uygulamalardan ne kadar süreyle yararlandırmaya yetkilidir?,4458,"[""4458/islenemeyen_hukum/1"", ""4458/normal/5/a""]","[""4458""]",multi_part,hard,"[{""rank"": 1, ""chunk_id"": ""4458-madde-5-a-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""5/A"", ""qualified_source_key"": ""4458/normal/5/a"", ""distance"": 0.7224926948547363}, {""rank"": 2, ""chunk_id"": ""4458-madde-227-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""227"", ""qualified_source_key"": ""4458/normal/227"", ""distance"": 0.8647744655609131}, {""rank"": 3, ""chunk_id"": ""4458-gecici-madde-6-chunk-002"", ""legislation_number"": ""4458"", ""article_type"": ""gecici"", ""article_no"": ""6"", ""qualified_source_key"": ""4458/gecici/6"", ""distance"": 0.8904094099998474}, {""rank"": 4, ""chunk_id"": ""4458-madde-228-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""228"", ""qualified_source_key"": ""4458/normal/228"", ""distance"": 0.9300607442855835}, {""rank"": 5, ""chunk_id"": ""4458-gecici-madde-5-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""gecici"", ""article_no"": ""5"", ""qualified_source_key"": ""4458/gecici/5"", ""distance"": 0.9412771463394165}]",4458,"{""4458/islenemeyen_hukum/1"": null, ""4458/normal/5/a"": 1}",True,False,True,True,False,True,True,False,True,0,0.0,250.9870000067167,250.9870000067167,0.0,0.0,0.0,70
B0,gk023,"Bir kara taşıtına, gümrük mevzuatına aykırılık nedeniyle mülkiyetin kamuya geçirilmesi kararı verilmişse, bu taşıt belirli bir tutar ödenerek sahibine iade edilebilir mi?",4458,"[""4458/gecici/9""]","[""4458""]",long_tail,medium,"[{""rank"": 1, ""chunk_id"": ""4458-madde-180-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""180"", ""qualified_source_key"": ""4458/normal/180"", ""distance"": 0.754542350769043}, {""rank"": 2, ""chunk_id"": ""4458-gecici-madde-9-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""gecici"", ""article_no"": ""9"", ""qualified_source_key"": ""4458/gecici/9"", ""distance"": 0.7761996984481812}, {""rank"": 3, ""chunk_id"": ""4458-madde-235-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""235"", ""qualified_source_key"": ""4458/normal/235"", ""distance"": 0.7942622900009155}, {""rank"": 4, ""chunk_id"": ""4458-madde-45-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""45"", ""qualified_source_key"": ""4458/normal/45"", ""distance"": 0.805671751499176}, {""rank"": 5, ""chunk_id"": ""4458-gecici-madde-10-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""gecici"", ""article_no"": ""10"", ""qualified_source_key"": ""4458/gecici/10"", ""distance"": 0.8207676410675049}]",4458,"{""4458/gecici/9"": 2}",False,False,True,True,True,True,True,True,True,0,0.0,252.03779997536913,252.03779997536913,0.0,0.0,0.0,70
B0,gk024,"Türkiye'deki yabancı devlet misyon şeflerinin verdiği garanti mektupları, gümrükte teminat olarak kabul edilebilir mi?",4458,"[""4458/normal/202""]","[""4458""]",long_tail,medium,"[{""rank"": 1, ""chunk_id"": ""4458-madde-202-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""202"", ""qualified_source_key"": ""4458/normal/202"", ""distance"": 0.7427734136581421}, {""rank"": 2, ""chunk_id"": ""4458-madde-205-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""205"", ""qualified_source_key"": ""4458/normal/205"", ""distance"": 0.8731858134269714}, {""rank"": 3, ""chunk_id"": ""4458-madde-60-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""60"", ""qualified_source_key"": ""4458/normal/60"", ""distance"": 0.904599666595459}, {""rank"": 4, ""chunk_id"": ""4458-madde-85-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""85"", ""qualified_source_key"": ""4458/normal/85"", ""distance"": 0.9073624014854431}, {""rank"": 5, ""chunk_id"": ""4458-madde-225-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""225"", ""qualified_source_key"": ""4458/normal/225"", ""distance"": 0.9208650588989258}]",4458,"{""4458/normal/202"": 1}",True,True,True,True,True,True,True,True,True,0,0.0,271.07890002662316,271.07890002662316,0.0,0.0,0.0,43
B0,gk025,"Kanunun yürürlüğe girmesinden önce gümrük komisyoncu yardımcısı karnesine sahip olan kişiler, yeni düzenlemeye göre hangi belgeyi almaya hak kazanabilir?",4458,"[""4458/gecici/5""]","[""4458""]",long_tail,medium,"[{""rank"": 1, ""chunk_id"": ""4458-madde-230-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""230"", ""qualified_source_key"": ""4458/normal/230"", ""distance"": 0.8210400342941284}, {""rank"": 2, ""chunk_id"": ""4458-madde-41-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""41"", ""qualified_source_key"": ""4458/normal/41"", ""distance"": 0.8254686594009399}, {""rank"": 3, ""chunk_id"": ""4458-gecici-madde-2-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""gecici"", ""article_no"": ""2"", ""qualified_source_key"": ""4458/gecici/2"", ""distance"": 0.8380788564682007}, {""rank"": 4, ""chunk_id"": ""4458-gecici-madde-5-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""gecici"", ""article_no"": ""5"", ""qualified_source_key"": ""4458/gecici/5"", ""distance"": 0.8413828015327454}, {""rank"": 5, ""chunk_id"": ""4458-madde-76-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""76"", ""qualified_source_key"": ""4458/normal/76"", ""distance"": 0.8464502096176147}]",4458,"{""4458/gecici/5"": 4}",False,False,True,False,False,True,True,True,True,0,0.0,266.0852000117302,266.0852000117302,0.0,0.0,0.0,58
B0,gk026,Mesleki kurallara aykırı davranan bir gümrük müşavirine hangi tür disiplin cezaları verilebilir?,4458,"[""4458/gecici/6""]","[""4458""]",long_tail,easy,"[{""rank"": 1, ""chunk_id"": ""4458-gecici-madde-6-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""gecici"", ""article_no"": ""6"", ""qualified_source_key"": ""4458/gecici/6"", ""distance"": 0.5197365880012512}, {""rank"": 2, ""chunk_id"": ""4458-gecici-madde-6-chunk-002"", ""legislation_number"": ""4458"", ""article_type"": ""gecici"", ""article_no"": ""6"", ""qualified_source_key"": ""4458/gecici/6"", ""distance"": 0.6005750894546509}, {""rank"": 3, ""chunk_id"": ""4458-madde-230-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""230"", ""qualified_source_key"": ""4458/normal/230"", ""distance"": 0.755721926689148}, {""rank"": 4, ""chunk_id"": ""4458-madde-227-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""227"", ""qualified_source_key"": ""4458/normal/227"", ""distance"": 0.7613526582717896}, {""rank"": 5, ""chunk_id"": ""4458-madde-233-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""233"", ""qualified_source_key"": ""4458/normal/233"", ""distance"": 0.7682278156280518}]",4458,"{""4458/gecici/6"": 1}",True,True,True,True,True,True,True,True,True,0,0.0,249.51419996796176,249.51419996796176,0.0,0.0,0.0,38
B0,gk027,"Dahilde işleme rejiminde, eşyanın önceden vergi ödenmeden geçici olarak ithal edilip teminata bağlandığı sistem ile, verginin önce ödenip eşyanın işlem görmüş ürün olarak ihracından sonra geri verildiği sistem birbirinden nasıl ayrılır?",4458,"[""4458/normal/108""]","[""4458""]",ambiguity_resistant,hard,"[{""rank"": 1, ""chunk_id"": ""4458-madde-133-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""133"", ""qualified_source_key"": ""4458/normal/133"", ""distance"": 0.7180464267730713}, {""rank"": 2, ""chunk_id"": ""4458-madde-119-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""119"", ""qualified_source_key"": ""4458/normal/119"", ""distance"": 0.7198588848114014}, {""rank"": 3, ""chunk_id"": ""4458-madde-108-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""108"", ""qualified_source_key"": ""4458/normal/108"", ""distance"": 0.7332038879394531}, {""rank"": 4, ""chunk_id"": ""4458-madde-194-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""194"", ""qualified_source_key"": ""4458/normal/194"", ""distance"": 0.7448157668113708}, {""rank"": 5, ""chunk_id"": ""4458-madde-114-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""114"", ""qualified_source_key"": ""4458/normal/114"", ""distance"": 0.7473393082618713}]",4458,"{""4458/normal/108"": 3}",False,False,True,True,True,True,True,True,True,0,0.0,265.5347000109032,265.5347000109032,0.0,0.0,0.0,83
B0,gk028,"Kanunda ayrıca özel bir ceza öngörülmemiş olmakla birlikte, açıkça belirtilmiş bir düzenlemeye aykırı davranılması hâlinde ne tür bir para cezası uygulanır?",4458,"[""4458/normal/241""]","[""4458""]",ambiguity_resistant,medium,"[{""rank"": 1, ""chunk_id"": ""5326-madde-43-a-chunk-001"", ""legislation_number"": ""5326"", ""article_type"": ""normal"", ""article_no"": ""43/A"", ""qualified_source_key"": ""5326/normal/43/a"", ""distance"": 0.8698946833610535}, {""rank"": 2, ""chunk_id"": ""5326-madde-32-chunk-001"", ""legislation_number"": ""5326"", ""article_type"": ""normal"", ""article_no"": ""32"", ""qualified_source_key"": ""5326/normal/32"", ""distance"": 0.9129826426506042}, {""rank"": 3, ""chunk_id"": ""5326-madde-17-chunk-001"", ""legislation_number"": ""5326"", ""article_type"": ""normal"", ""article_no"": ""17"", ""qualified_source_key"": ""5326/normal/17"", ""distance"": 0.9130124449729919}, {""rank"": 4, ""chunk_id"": ""5326-madde-15-chunk-001"", ""legislation_number"": ""5326"", ""article_type"": ""normal"", ""article_no"": ""15"", ""qualified_source_key"": ""5326/normal/15"", ""distance"": 0.9221591353416443}, {""rank"": 5, ""chunk_id"": ""5326-madde-28-chunk-001"", ""legislation_number"": ""5326"", ""article_type"": ""normal"", ""article_no"": ""28"", ""qualified_source_key"": ""5326/normal/28"", ""distance"": 0.928948700428009}]",5326,"{""4458/normal/241"": null}",False,False,False,False,False,False,False,False,False,5,1.0,264.1630999860354,264.1630999860354,0.0,0.0,0.0,63
B0,gk029,Kanunun yürürlüğe girdiği tarihte gümrük sundurmalarında veya eşya konulmasına izin verilen yerlerde bulunan eşyanın bekleme süreleri hangi hükümlere tabidir?,4458,"[""4458/gecici/1""]","[""4458""]",ambiguity_resistant,medium,"[{""rank"": 1, ""chunk_id"": ""4458-gecici-madde-1-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""gecici"", ""article_no"": ""1"", ""qualified_source_key"": ""4458/gecici/1"", ""distance"": 0.5606312155723572}, {""rank"": 2, ""chunk_id"": ""4458-madde-50-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""50"", ""qualified_source_key"": ""4458/normal/50"", ""distance"": 0.6577596664428711}, {""rank"": 3, ""chunk_id"": ""4458-madde-46-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""46"", ""qualified_source_key"": ""4458/normal/46"", ""distance"": 0.6773532629013062}, {""rank"": 4, ""chunk_id"": ""4458-madde-70-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""70"", ""qualified_source_key"": ""4458/normal/70"", ""distance"": 0.6843728423118591}, {""rank"": 5, ""chunk_id"": ""4458-madde-69-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""69"", ""qualified_source_key"": ""4458/normal/69"", ""distance"": 0.6955426931381226}]",4458,"{""4458/gecici/1"": 1}",True,True,True,True,True,True,True,True,True,0,0.0,281.49179997853935,281.49179997853935,0.0,0.0,0.0,63
B0,gk030,"Bir gümrük idaresinden alınan bağlayıcı tarife bilgisi, o idareyi hangi kapsamda ve ne kadar süreyle bağlar?",4458,"[""4458/normal/9""]","[""4458""]",ambiguity_resistant,hard,"[{""rank"": 1, ""chunk_id"": ""4458-madde-9-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""9"", ""qualified_source_key"": ""4458/normal/9"", ""distance"": 0.7015320062637329}, {""rank"": 2, ""chunk_id"": ""4458-madde-8-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""8"", ""qualified_source_key"": ""4458/normal/8"", ""distance"": 0.7135958671569824}, {""rank"": 3, ""chunk_id"": ""4458-madde-214-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""214"", ""qualified_source_key"": ""4458/normal/214"", ""distance"": 0.7639247179031372}, {""rank"": 4, ""chunk_id"": ""4458-madde-198-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""198"", ""qualified_source_key"": ""4458/normal/198"", ""distance"": 0.7647726535797119}, {""rank"": 5, ""chunk_id"": ""4458-madde-196-chunk-001"", ""legislation_number"": ""4458"", ""article_type"": ""normal"", ""article_no"": ""196"", ""qualified_source_key"": ""4458/normal/196"", ""distance"": 0.8022207021713257}]",4458,"{""4458/normal/9"": 1}",True,True,True,True,True,True,True,True,True,0,0.0,268.9397999783978,268.9397999783978,0.0,0.0,0.0,41
B1,q001,Kabahat nedir?,5326,"[""5326/normal/2""]","[""5326""]",,,"[{""rank"": 1, ""chunk_id"": ""5326-madde-4-chunk-001"", ""qualified_source_key"": ""5326/normal/4"", ""legislation_number"": ""5326""}, {""rank"": 2, ""chunk_id"": ""5326-madde-2-chunk-001"", ""qualified_source_key"": ""5326/normal/2"", ""legislation_number"": ""5326""}, {""rank"": 3, ""chunk_id"": ""5326-madde-23-chunk-001"", ""qualified_source_key"": ""5326/normal/23"", ""legislation_number"": ""5326""}, {""rank"": 4, ""chunk_id"": ""5326-madde-24-chunk-001"", ""qualified_source_key"": ""5326/normal/24"", ""legislation_number"": ""5326""}, {""rank"": 5, ""chunk_id"": ""5326-madde-15-chunk-001"", ""qualified_source_key"": ""5326/normal/15"", ""legislation_number"": ""5326""}]",5326,"{""5326/normal/2"": 2}",False,False,True,True,True,True,True,True,True,0,0.0,1.9573000026866794,0.0,1.9573000026866794,0.0,0.0,0
B1,q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",5326,"[""5326/normal/4""]","[""5326""]",,,"[{""rank"": 1, ""chunk_id"": ""5326-madde-4-chunk-001"", ""qualified_source_key"": ""5326/normal/4"", ""legislation_number"": ""5326""}, {""rank"": 2, ""chunk_id"": ""5326-madde-21-chunk-001"", ""qualified_source_key"": ""5326/normal/21"", ""legislation_number"": ""5326""}, {""rank"": 3, ""chunk_id"": ""4458-madde-5-a-chunk-001"", ""qualified_source_key"": ""4458/normal/5/a"", ""legislation_number"": ""4458""}, {""rank"": 4, ""chunk_id"": ""4458-madde-215-chunk-001"", ""qualified_source_key"": ""4458/normal/215"", ""legislation_number"": ""4458""}, {""rank"": 5, ""chunk_id"": ""4458-madde-10-chunk-001"", ""qualified_source_key"": ""4458/normal/10"", ""legislation_number"": ""4458""}]",5326,"{""5326/normal/4"": 1}",True,True,True,True,True,True,True,True,True,3,0.6,8.180900011211634,0.0,8.180900011211634,0.0,0.0,0
B1,q003,Bir kabahatin kasten veya taksirle işlenmesi nasıl düzenlenmiştir?,5326,"[""5326/normal/9""]","[""5326""]",,,"[{""rank"": 1, ""chunk_id"": ""5326-madde-9-chunk-001"", ""qualified_source_key"": ""5326/normal/9"", ""legislation_number"": ""5326""}, {""rank"": 2, ""chunk_id"": ""5326-madde-14-chunk-001"", ""qualified_source_key"": ""5326/normal/14"", ""legislation_number"": ""5326""}, {""rank"": 3, ""chunk_id"": ""5326-madde-7-chunk-001"", ""qualified_source_key"": ""5326/normal/7"", ""legislation_number"": ""5326""}, {""rank"": 4, ""chunk_id"": ""5326-madde-15-chunk-001"", ""qualified_source_key"": ""5326/normal/15"", ""legislation_number"": ""5326""}, {""rank"": 5, ""chunk_id"": ""5326-madde-39-chunk-001"", ""qualified_source_key"": ""5326/normal/39"", ""legislation_number"": ""5326""}]",5326,"{""5326/normal/9"": 1}",True,True,True,True,True,True,True,True,True,0,0.0,8.625700022093952,0.0,8.625700022093952,0.0,0.0,0
B1,q004,Onbeş yaşını doldurmamış çocuk hakkında idarî para cezası uygulanabilir mi?,5326,"[""5326/normal/11""]","[""5326""]",,,"[{""rank"": 1, ""chunk_id"": ""5326-madde-11-chunk-001"", ""qualified_source_key"": ""5326/normal/11"", ""legislation_number"": ""5326""}, {""rank"": 2, ""chunk_id"": ""5326-madde-43-c-chunk-001"", ""qualified_source_key"": ""5326/normal/43/c"", ""legislation_number"": ""5326""}, {""rank"": 3, ""chunk_id"": ""5326-madde-15-chunk-001"", ""qualified_source_key"": ""5326/normal/15"", ""legislation_number"": ""5326""}, {""rank"": 4, ""chunk_id"": ""5326-madde-14-chunk-001"", ""qualified_source_key"": ""5326/normal/14"", ""legislation_number"": ""5326""}, {""rank"": 5, ""chunk_id"": ""5326-madde-8-chunk-001"", ""qualified_source_key"": ""5326/normal/8"", ""legislation_number"": ""5326""}]",5326,"{""5326/normal/11"": 1}",True,True,True,True,True,True,True,True,True,0,0.0,6.246200005989522,0.0,6.246200005989522,0.0,0.0,0
B1,q005,Hukuka uygunluk nedenleri ve kusurluluğu ortadan kaldıran nedenlerde hangi hükümler uygulanır?,5326,"[""5326/normal/12""]","[""5326""]",,,"[{""rank"": 1, ""chunk_id"": ""5326-madde-12-chunk-001"", ""qualified_source_key"": ""5326/normal/12"", ""legislation_number"": ""5326""}, {""rank"": 2, ""chunk_id"": ""4458-gecici-madde-2-chunk-001"", ""qualified_source_key"": ""4458/gecici/2"", ""legislation_number"": ""4458""}, {""rank"": 3, ""chunk_id"": ""5326-madde-14-chunk-001"", ""qualified_source_key"": ""5326/normal/14"", ""legislation_number"": ""5326""}, {""rank"": 4, ""chunk_id"": ""4458-madde-10-chunk-001"", ""qualified_source_key"": ""4458/normal/10"", ""legislation_number"": ""4458""}, {""rank"": 5, ""chunk_id"": ""5326-madde-4-chunk-001"", ""qualified_source_key"": ""5326/normal/4"", ""legislation_number"": ""5326""}]",5326,"{""5326/normal/12"": 1}",True,True,True,True,True,True,True,True,True,2,0.4,7.8761999611742795,0.0,7.8761999611742795,0.0,0.0,0
B1,q006,Kabahate teşebbüs cezalandırılır mı?,5326,"[""5326/normal/13""]","[""5326""]",,,"[{""rank"": 1, ""chunk_id"": ""5326-madde-13-chunk-001"", ""qualified_source_key"": ""5326/normal/13"", ""legislation_number"": ""5326""}, {""rank"": 2, ""chunk_id"": ""5326-madde-37-chunk-001"", ""qualified_source_key"": ""5326/normal/37"", ""legislation_number"": ""5326""}, {""rank"": 3, ""chunk_id"": ""4458-madde-239-chunk-001"", ""qualified_source_key"": ""4458/normal/239"", ""legislation_number"": ""4458""}, {""rank"": 4, ""chunk_id"": ""5326-madde-14-chunk-001"", ""qualified_source_key"": ""5326/normal/14"", ""legislation_number"": ""5326""}, {""rank"": 5, ""chunk_id"": ""4458-gecici-madde-6-chunk-002"", ""qualified_source_key"": ""4458/gecici/6"", ""legislation_number"": ""4458""}]",5326,"{""5326/normal/13"": 1}",True,True,True,True,True,True,True,True,True,2,0.4,2.9217999544925988,0.0,2.9217999544925988,0.0,0.0,0
B1,q007,Bir kabahatin işlenmesine birden fazla kişi katılırsa sorumluluk nasıl belirlenir?,5326,"[""5326/normal/14""]","[""5326""]",,,"[{""rank"": 1, ""chunk_id"": ""5326-madde-14-chunk-001"", ""qualified_source_key"": ""5326/normal/14"", ""legislation_number"": ""5326""}, {""rank"": 2, ""chunk_id"": ""5326-madde-15-chunk-001"", ""qualified_source_key"": ""5326/normal/15"", ""legislation_number"": ""5326""}, {""rank"": 3, ""chunk_id"": ""5326-madde-7-chunk-001"", ""qualified_source_key"": ""5326/normal/7"", ""legislation_number"": ""5326""}, {""rank"": 4, ""chunk_id"": ""4458-madde-19-chunk-001"", ""qualified_source_key"": ""4458/normal/19"", ""legislation_number"": ""4458""}, {""rank"": 5, ""chunk_id"": ""5326-madde-11-chunk-001"", ""qualified_source_key"": ""5326/normal/11"", ""legislation_number"": ""5326""}]",5326,"{""5326/normal/14"": 1}",True,True,True,True,True,True,True,True,True,1,0.2,6.852000020444393,0.0,6.852000020444393,0.0,0.0,0
B1,q008,Aynı fiille birden fazla kabahat işlenirse idarî yaptırım nasıl belirlenir?,5326,"[""5326/normal/15""]","[""5326""]",,,"[{""rank"": 1, ""chunk_id"": ""5326-madde-15-chunk-001"", ""qualified_source_key"": ""5326/normal/15"", ""legislation_number"": ""5326""}, {""rank"": 2, ""chunk_id"": ""5326-madde-23-chunk-001"", ""qualified_source_key"": ""5326/normal/23"", ""legislation_number"": ""5326""}, {""rank"": 3, ""chunk_id"": ""5326-madde-27-chunk-001"", ""qualified_source_key"": ""5326/normal/27"", ""legislation_number"": ""5326""}, {""rank"": 4, ""chunk_id"": ""4458-madde-232-chunk-001"", ""qualified_source_key"": ""4458/normal/232"", ""legislation_number"": ""4458""}, {""rank"": 5, ""chunk_id"": ""5326-madde-25-chunk-001"", ""qualified_source_key"": ""5326/normal/25"", ""legislation_number"": ""5326""}]",5326,"{""5326/normal/15"": 1}",True,True,True,True,True,True,True,True,True,1,0.2,5.628900020383298,0.0,5.628900020383298,0.0,0.0,0
