id,question,variant,rank,chunk_id,document_source_key,document_id,distance,expected_sources,source_any@1,source_any@3,source_any@5,source_all@1,source_all@3,source_all@5,document_hit@1,document_hit@3,document_hit@5,document_all@1,document_all@3,document_all@5,document_intrusion@1,document_intrusion@3,document_intrusion@5
q001,Kabahat nedir?,B0,12,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,1.1773278713226318,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,13,5326-madde-3-chunk-001,5326_kabahatler_kanunu/normal/3,5326_kabahatler_kanunu,1.179551601409912,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,14,5326-madde-37-chunk-001,5326_kabahatler_kanunu/normal/37,5326_kabahatler_kanunu,1.1841411590576172,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,15,5326-madde-36-chunk-001,5326_kabahatler_kanunu/normal/36,5326_kabahatler_kanunu,1.1852588653564453,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,16,5326-madde-16-chunk-001,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,1.1883971691131592,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,17,5326-madde-25-chunk-001,5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,1.1886286735534668,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,18,5326-madde-18-chunk-001,5326_kabahatler_kanunu/normal/18,5326_kabahatler_kanunu,1.191531777381897,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,19,5326-madde-24-chunk-001,5326_kabahatler_kanunu/normal/24,5326_kabahatler_kanunu,1.1957204341888428,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,20,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,1.2087899446487427,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,21,5326-madde-12-chunk-001,5326_kabahatler_kanunu/normal/12,5326_kabahatler_kanunu,1.2094310522079468,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,22,5326-madde-41-chunk-001,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,1.2143903970718384,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,23,5326-madde-19-chunk-001,5326_kabahatler_kanunu/normal/19,5326_kabahatler_kanunu,1.2158012390136719,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,24,5326-madde-20-chunk-001,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,1.216739535331726,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,25,5326-madde-23-chunk-001,5326_kabahatler_kanunu/normal/23,5326_kabahatler_kanunu,1.2223570346832275,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,26,5326-madde-31-chunk-001,5326_kabahatler_kanunu/normal/31,5326_kabahatler_kanunu,1.2307517528533936,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,27,5326-madde-6-chunk-001,5326_kabahatler_kanunu/normal/6,5326_kabahatler_kanunu,1.2392663955688477,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,28,5326-madde-42-chunk-001,5326_kabahatler_kanunu/normal/42,5326_kabahatler_kanunu,1.2423474788665771,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,29,5326-madde-8-chunk-001,5326_kabahatler_kanunu/normal/8,5326_kabahatler_kanunu,1.245894193649292,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,30,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,1.2476283311843872,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,31,5326-madde-43-c-chunk-001,5326_kabahatler_kanunu/normal/43/c,5326_kabahatler_kanunu,1.247800588607788,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,32,5326-madde-30-chunk-001,5326_kabahatler_kanunu/normal/30,5326_kabahatler_kanunu,1.25835120677948,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,33,5326-madde-44-chunk-001,5326_kabahatler_kanunu/normal/44,5326_kabahatler_kanunu,1.2682528495788574,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,34,5326-madde-29-chunk-001,5326_kabahatler_kanunu/normal/29,5326_kabahatler_kanunu,1.2768192291259766,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,35,5326-madde-34-chunk-001,5326_kabahatler_kanunu/normal/34,5326_kabahatler_kanunu,1.2828478813171387,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,36,5326-madde-33-chunk-001,5326_kabahatler_kanunu/normal/33,5326_kabahatler_kanunu,1.284921646118164,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,37,5326-madde-40-chunk-001,5326_kabahatler_kanunu/normal/40,5326_kabahatler_kanunu,1.2878823280334473,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,38,5326-madde-35-chunk-001,5326_kabahatler_kanunu/normal/35,5326_kabahatler_kanunu,1.292792797088623,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,39,5326-gecici-madde-2-chunk-001,5326_kabahatler_kanunu/gecici/2,5326_kabahatler_kanunu,1.2931523323059082,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,40,5326-madde-38-chunk-001,5326_kabahatler_kanunu/normal/38,5326_kabahatler_kanunu,1.3063205480575562,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,41,5326-gecici-madde-3-chunk-001,5326_kabahatler_kanunu/gecici/3,5326_kabahatler_kanunu,1.3084750175476074,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,42,5326-ek-madde-1-chunk-001,5326_kabahatler_kanunu/ek/1,5326_kabahatler_kanunu,1.3171558380126953,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,43,5326-madde-39-chunk-001,5326_kabahatler_kanunu/normal/39,5326_kabahatler_kanunu,1.324013590812683,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,44,5326-madde-45-chunk-001,5326_kabahatler_kanunu/normal/45,5326_kabahatler_kanunu,1.3277606964111328,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,45,5326-madde-21-chunk-001,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,1.3304762840270996,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,46,5326-madde-26-chunk-001,5326_kabahatler_kanunu/normal/26,5326_kabahatler_kanunu,1.3339788913726807,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,47,5326-madde-42-a-chunk-001,5326_kabahatler_kanunu/normal/42/a,5326_kabahatler_kanunu,1.3430142402648926,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,48,5326-madde-11-chunk-001,5326_kabahatler_kanunu/normal/11,5326_kabahatler_kanunu,1.357058048248291,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,49,5326-madde-43-b-chunk-001,5326_kabahatler_kanunu/normal/43/b,5326_kabahatler_kanunu,1.360229730606079,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,B0,50,5326-madde-43-chunk-001,5326_kabahatler_kanunu/normal/43,5326_kabahatler_kanunu,1.369611144065857,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,R1,1,5326-madde-7-chunk-001,5326_kabahatler_kanunu/normal/7,5326_kabahatler_kanunu,1.030005931854248,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,R1,2,5326-madde-1-chunk-001,5326_kabahatler_kanunu/normal/1,5326_kabahatler_kanunu,1.0601823329925537,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,R1,3,5326-madde-14-chunk-001,5326_kabahatler_kanunu/normal/14,5326_kabahatler_kanunu,1.0908938646316528,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,R1,4,5326-madde-2-chunk-001,5326_kabahatler_kanunu/normal/2,5326_kabahatler_kanunu,1.100782871246338,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,R1,5,5326-madde-9-chunk-001,5326_kabahatler_kanunu/normal/9,5326_kabahatler_kanunu,1.103413462638855,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,R2,1,5326-madde-7-chunk-001,5326_kabahatler_kanunu/normal/7,5326_kabahatler_kanunu,1.030005931854248,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,R2,2,5326-madde-1-chunk-001,5326_kabahatler_kanunu/normal/1,5326_kabahatler_kanunu,1.0601823329925537,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,R2,3,5326-madde-14-chunk-001,5326_kabahatler_kanunu/normal/14,5326_kabahatler_kanunu,1.0908938646316528,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,R2,4,5326-madde-2-chunk-001,5326_kabahatler_kanunu/normal/2,5326_kabahatler_kanunu,1.100782871246338,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q001,Kabahat nedir?,R2,5,5326-madde-9-chunk-001,5326_kabahatler_kanunu/normal/9,5326_kabahatler_kanunu,1.103413462638855,5326_kabahatler_kanunu/normal/2,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,1,5326-madde-16-chunk-001,5326_kabahatler_kanunu/normal/16,5326_kabahatler_kanunu,0.8259899616241455,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,2,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.8290759325027466,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,3,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.8434362411499023,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,4,5326-madde-15-chunk-001,5326_kabahatler_kanunu/normal/15,5326_kabahatler_kanunu,0.8685492873191833,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,5,5326-madde-25-chunk-001,5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,0.8726629018783569,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,6,4458-madde-25-chunk-001,4458_gumruk_kanunu/normal/25,4458_gumruk_kanunu,0.8803550004959106,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,7,4458-madde-179-chunk-001,4458_gumruk_kanunu/normal/179,4458_gumruk_kanunu,0.8916099667549133,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,8,4458-madde-235-chunk-002,4458_gumruk_kanunu/normal/235,4458_gumruk_kanunu,0.8925782442092896,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,9,4458-madde-207-chunk-001,4458_gumruk_kanunu/normal/207,4458_gumruk_kanunu,0.8983376622200012,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,10,4458-gecici-madde-10-chunk-001,4458_gumruk_kanunu/gecici/10,4458_gumruk_kanunu,0.8999422788619995,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,11,5326-madde-21-chunk-001,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,0.9037757515907288,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,12,5326-gecici-madde-2-chunk-001,5326_kabahatler_kanunu/gecici/2,5326_kabahatler_kanunu,0.9039390683174133,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,13,4458-madde-82-chunk-001,4458_gumruk_kanunu/normal/82,4458_gumruk_kanunu,0.9054599404335022,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,14,5326-madde-26-chunk-001,5326_kabahatler_kanunu/normal/26,5326_kabahatler_kanunu,0.905935525894165,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,15,4458-madde-180-chunk-001,4458_gumruk_kanunu/normal/180,4458_gumruk_kanunu,0.9073653221130371,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,16,5326-madde-41-chunk-001,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,0.9138655662536621,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,17,4458-madde-234-chunk-001,4458_gumruk_kanunu/normal/234,4458_gumruk_kanunu,0.9163862466812134,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,18,4458-madde-238-chunk-001,4458_gumruk_kanunu/normal/238,4458_gumruk_kanunu,0.9167806506156921,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,19,4458-madde-57-chunk-001,4458_gumruk_kanunu/normal/57,4458_gumruk_kanunu,0.9182639122009277,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,20,4458-madde-16-chunk-001,4458_gumruk_kanunu/normal/16,4458_gumruk_kanunu,0.9185905456542969,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,21,4458-madde-231-chunk-001,4458_gumruk_kanunu/normal/231,4458_gumruk_kanunu,0.9203846454620361,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,22,5326-madde-17-chunk-001,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,0.9243164658546448,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,23,4458-madde-241-chunk-002,4458_gumruk_kanunu/normal/241,4458_gumruk_kanunu,0.9265295267105103,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,24,4458-madde-130-chunk-001,4458_gumruk_kanunu/normal/130,4458_gumruk_kanunu,0.9271965622901917,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,25,4458-madde-198-chunk-001,4458_gumruk_kanunu/normal/198,4458_gumruk_kanunu,0.9282179474830627,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,26,4458-madde-169-chunk-001,4458_gumruk_kanunu/normal/169,4458_gumruk_kanunu,0.932788074016571,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,27,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,0.9369619488716125,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,28,4458-madde-138-chunk-001,4458_gumruk_kanunu/normal/138,4458_gumruk_kanunu,0.937877893447876,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,29,4458-madde-213-chunk-001,4458_gumruk_kanunu/normal/213,4458_gumruk_kanunu,0.9395809173583984,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,30,4458-madde-232-chunk-001,4458_gumruk_kanunu/normal/232,4458_gumruk_kanunu,0.940183162689209,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,31,4458-madde-147-chunk-001,4458_gumruk_kanunu/normal/147,4458_gumruk_kanunu,0.9410402178764343,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,32,4458-madde-216-chunk-001,4458_gumruk_kanunu/normal/216,4458_gumruk_kanunu,0.9420538544654846,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,33,4458-gecici-madde-9-chunk-001,4458_gumruk_kanunu/gecici/9,4458_gumruk_kanunu,0.9449712038040161,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,34,5607-madde-23-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/23,5607_kacakcilikla_mucadele_kanunu,0.9451234936714172,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q002,"Kabahat karşılığı uygulanacak yaptırımın türü, süresi ve miktarı hangi esasla belirlenir?",B0,35,4458-madde-235-chunk-001,4458_gumruk_kanunu/normal/235,4458_gumruk_kanunu,0.9455657005310059,5326_kabahatler_kanunu/normal/4,False,False,False,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
